,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,open_issue_count,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,pypi_latest_release_published_at,pypi_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
82,typeguard,agronholm/typeguard,type-checkers,Run-time type checker for Python.,,https://github.com/agronholm/typeguard,https://github.com/agronholm/typeguard,,2015-12-27 23:15:37.000,2026-04-01 08:36:56.000000,2026-04-01 08:36:53,689.0,16.0,120.0,16.0,158.0,343.0,1751.0,2026-02-19 16:09:11.000,4.5.1,76.0,44.0,33,False,,typeguard,conda-forge/typeguard,,28.0,,63363534.0,47947.0,44316.0,https://pypi.org/project/typeguard,63340472.0,https://anaconda.org/conda-forge/typeguard,2026-02-19 20:30:08.745,1614409.0,3.0,2026-02-19 16:09:01.000,3631.0,,,,,,,,,,,,,,,,,,
83,nose,nose-devs/nose,testing,nose is nicer testing for python.,,https://github.com/nose-devs/nose,https://github.com/nose-devs/nose,LGPL-2.1+,2011-12-13 19:36:32.000,2025-04-22 14:56:22.777000,2016-03-04 01:16:26,1004.0,,391.0,44.0,262.0,467.0,1363.0,2015-06-02 09:12:36.000,1.3.7,14.0,95.0,33,False,,nose,conda-forge/nose,,451.0,,10456937.0,173467.0,170772.0,https://pypi.org/project/nose,10424601.0,https://anaconda.org/conda-forge/nose,2025-04-22 14:56:22.777,3848060.0,2.0,2015-06-02 09:12:36.000,2695.0,,,,,,,,,,,,,,,,,,
84,flake8-bugbear,PyCQA/flake8-bugbear,linters,A plugin for Flake8 finding likely bugs and design problems in your program. Contains warnings that dont belong in..,,https://github.com/PyCQA/flake8-bugbear,https://github.com/PyCQA/flake8-bugbear,MIT,2016-03-15 20:54:43.000,2026-03-16 22:50:46.000000,2026-03-16 22:50:44,443.0,6.0,113.0,6.0,305.0,184.0,1112.0,2025-11-29 20:51:38.000,25.11.29,55.0,90.0,33,True,,flake8-bugbear,conda-forge/flake8-bugbear,['flake8'],62.0,,5223865.0,42281.0,42281.0,https://pypi.org/project/flake8-bugbear,5210030.0,https://anaconda.org/conda-forge/flake8-bugbear,2025-12-02 02:02:52.947,899314.0,2.0,,,,,,,,,,,,,,,,,,,,
85,alabaster,bitprophet/alabaster,documentation,"Lightweight, configurable Sphinx theme.",,https://github.com/sphinx-doc/alabaster,https://github.com/sphinx-doc/alabaster,BSD-3-Clause,2013-12-07 00:03:15.000,2025-04-22 14:56:25.041000,2024-07-26 17:57:57,434.0,,188.0,33.0,96.0,70.0,770.0,2024-07-26 18:15:02.000,1.0.0,30.0,42.0,33,False,sphinx-doc/alabaster,alabaster,conda-forge/alabaster,['sphinx'],60.0,,27289313.0,161946.0,161319.0,https://pypi.org/project/alabaster,27005755.0,https://anaconda.org/conda-forge/alabaster,2025-04-22 14:56:25.041,11058766.0,2.0,2024-07-26 18:15:02.000,627.0,,,,,,,,,,,,,,,,,,
86,pytype,google/pytype,type-checkers,A static type analyzer for Python code.,,https://github.com/google/pytype,https://github.com/google/pytype,Apache-2.0,2015-03-18 20:52:08.000,2026-03-16 14:08:32.000000,2026-01-23 16:17:37,6969.0,1.0,288.0,52.0,1202.0,745.0,5031.0,2024-10-11 08:28:27.000,2024.10.11,204.0,112.0,32,True,,pytype,conda-forge/pytype,,204.0,,827944.0,4523.0,4292.0,https://pypi.org/project/pytype,819123.0,https://anaconda.org/conda-forge/pytype,2025-04-22 14:57:26.233,617502.0,3.0,2024-10-11 08:28:27.000,231.0,,,,,,,,,,,,,,,,,,
87,pex,pantsbuild/pex,packaging,"A tool for generating .pex (Python EXecutable) files, lock files and venvs.",,https://github.com/pex-tool/pex,https://github.com/pex-tool/pex,Apache-2.0,2014-07-21 17:06:12.000,2026-03-31 23:20:38.000000,2026-03-31 21:58:16,1988.0,54.0,306.0,52.0,1685.0,1173.0,4197.0,2026-03-31 23:43:42.000,2.91.8,100.0,127.0,32,True,pex-tool/pex,pex,,,54.0,354235.0,4627241.0,,,https://pypi.org/project/pex,4582962.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
88,rope,python-rope/rope,refactoring,a python refactoring library.,,https://github.com/python-rope/rope,https://github.com/python-rope/rope,LGPL-3.0,2013-11-30 15:30:20.000,2026-01-04 14:49:29.000000,2026-01-04 14:49:29,3393.0,2.0,178.0,25.0,395.0,262.0,2192.0,2025-07-12 17:46:05.000,1.14.0,95.0,84.0,32,True,,rope,conda-forge/rope,,121.0,45.0,1315137.0,79371.0,79047.0,https://pypi.org/project/rope,1278798.0,https://anaconda.org/conda-forge/rope,2025-07-13 00:41:35.626,2398335.0,2.0,2025-07-12 17:46:05.000,324.0,,,,,,,,,,,,,,,,,,
89,doit,pydoit/doit,build-tools,CLI task management & automation tool.,,https://github.com/pydoit/doit,https://github.com/pydoit/doit,MIT,2014-02-14 22:21:23.000,2026-02-12 12:57:06.000000,2026-02-12 12:52:51,1519.0,36.0,184.0,46.0,173.0,223.0,2038.0,,,11.0,70.0,32,True,,doit,conda-forge/doit,,87.0,,713587.0,2242.0,2242.0,https://pypi.org/project/doit,706471.0,https://anaconda.org/conda-forge/doit,2026-02-09 22:04:00.322,498150.0,3.0,,,,,,,,,,,,,,,,,,,,
90,pytest-bdd,pytest-dev/pytest-bdd,testing,BDD library for the pytest runner.,,https://github.com/pytest-dev/pytest-bdd,https://github.com/pytest-dev/pytest-bdd,MIT,2013-03-29 07:27:43.000,2026-03-30 21:01:59.000000,2026-03-11 14:44:12,1479.0,2.0,235.0,59.0,423.0,294.0,1436.0,2024-12-05 21:45:56.000,8.1.0,106.0,66.0,32,True,,pytest-bdd,conda-forge/pytest-bdd,['pytest'],85.0,,2597434.0,4821.0,4715.0,https://pypi.org/project/pytest-bdd,2595289.0,https://anaconda.org/conda-forge/pytest-bdd,2025-04-22 14:57:05.450,75102.0,2.0,2024-12-05 21:45:56.000,106.0,,,,,,,,,,,,,,,,,,
91,pytest-benchmark,ionelmc/pytest-benchmark,testing,pytest fixture for benchmarking code.,,https://github.com/ionelmc/pytest-benchmark,https://github.com/ionelmc/pytest-benchmark,BSD-2-Clause,2014-10-10 10:55:33.000,2026-03-26 12:10:25.000000,2026-03-26 12:10:24,1116.0,24.0,128.0,18.0,100.0,95.0,1424.0,2025-11-09 18:48:39.000,5.2.3,50.0,54.0,32,True,,pytest-benchmark,conda-forge/pytest-benchmark,['pytest'],120.0,,14595656.0,1871.0,,https://pypi.org/project/pytest-benchmark,14547244.0,https://anaconda.org/conda-forge/pytest-benchmark,2025-11-09 19:28:27.412,2904743.0,2.0,2025-11-09 18:48:39.000,1871.0,,,,,,,,,,,,,,,,,,
92,pydocstyle,PyCQA/pydocstyle,linters,docstring style checker.,,https://github.com/PyCQA/pydocstyle,https://github.com/PyCQA/pydocstyle,MIT,2012-01-31 17:18:23.000,2025-04-22 14:56:24.767000,2023-11-03 22:28:45,746.0,,183.0,17.0,317.0,225.0,1118.0,2023-01-17 20:28:28.000,6.3.0,17.0,91.0,32,False,,pydocstyle,conda-forge/pydocstyle,,113.0,103.0,5265985.0,73996.0,73996.0,https://pypi.org/project/pydocstyle,5215398.0,https://anaconda.org/conda-forge/pydocstyle,2025-04-22 14:56:24.767,3439962.0,2.0,,,,,,,,,,,,,,,,,,,,
93,PySnooper,cool-RR/PySnooper,debugging,Never use print for debugging again.,,https://github.com/cool-RR/PySnooper,https://github.com/cool-RR/PySnooper,MIT,2019-04-18 13:55:43.000,2026-03-08 10:52:31.000000,2026-03-08 10:51:15,329.0,2.0,951.0,230.0,124.0,110.0,16605.0,2024-01-05 13:51:59.000,1.2.0,25.0,29.0,31,True,,pysnooper,conda-forge/pysnooper,,29.0,,554054.0,2108.0,2108.0,https://pypi.org/project/pysnooper,551868.0,https://anaconda.org/conda-forge/pysnooper,2025-04-22 14:57:05.002,146485.0,1.0,,,,,,,,,,,,,,,,,,,,
94,mamba,mamba-org/mamba,dependency-managers,The Fast Cross-Platform Package Manager.,,https://github.com/mamba-org/mamba,https://github.com/mamba-org/mamba,BSD-3-Clause,2019-03-05 13:05:10.000,2026-03-31 14:38:03.000000,2026-03-31 14:38:01,3291.0,58.0,433.0,45.0,2194.0,1615.0,7980.0,2026-01-08 20:30:21.000,2.5.0,170.0,180.0,31,True,,,conda-forge/mamba,,458.0,,319839.0,,,,,https://anaconda.org/conda-forge/mamba,2026-01-08 15:43:00.937,22708595.0,3.0,,,,,,,,,,,,,,,,,,,,
95,pipreqs,bndr/pipreqs,dependency-managers,pipreqs - Generate pip requirements.txt file based on imports of any project. Looking for maintainers to move this..,,https://github.com/bndr/pipreqs,https://github.com/bndr/pipreqs,Apache-2.0,2015-04-22 16:38:14.000,2026-03-30 18:46:52.000000,2026-03-01 16:20:57,420.0,2.0,416.0,56.0,224.0,113.0,7439.0,2024-02-18 18:23:06.000,0.5.0,43.0,76.0,31,True,,pipreqs,conda-forge/pipreqs,,216.0,,875967.0,40697.0,40374.0,https://pypi.org/project/pipreqs,875146.0,https://anaconda.org/conda-forge/pipreqs,2025-04-22 14:56:27.577,94439.0,3.0,2024-02-18 17:49:34.000,323.0,,,,,,3.0,,,,,,,,,,,,
96,pyupgrade,asottile/pyupgrade,refactoring,A tool (and pre-commit hook) to automatically upgrade syntax for newer versions of the language.,,https://github.com/asottile/pyupgrade,https://github.com/asottile/pyupgrade,MIT,2017-02-28 17:50:31.000,2025-12-22 21:55:04.000000,2025-12-22 21:55:03,1277.0,,205.0,33.0,582.0,453.0,4061.0,2025-11-19 00:39:46.000,3.21.2,177.0,36.0,31,True,,pyupgrade,conda-forge/pyupgrade,,19.0,,1474897.0,630.0,,https://pypi.org/project/pyupgrade,1461751.0,https://anaconda.org/conda-forge/pyupgrade,2025-11-19 02:05:13.152,933417.0,2.0,2025-11-19 00:39:46.000,630.0,,,,,,,,,,,,,,,,,,
97,Yappi,sumerc/yappi,profiling,"Yet Another Python Profiler, but this time multithreading, asyncio and gevent aware.",,https://github.com/sumerc/yappi,https://github.com/sumerc/yappi,MIT,2009-10-07 20:46:30.000,2026-03-18 02:24:56.258000,2026-03-17 22:32:55,845.0,30.0,79.0,13.0,124.0,78.0,1703.0,2026-03-17 22:30:39.000,1.7.6,30.0,35.0,31,True,,yappi,conda-forge/yappi,,19.0,,3981789.0,1762.0,1673.0,https://pypi.org/project/yappi,3976178.0,https://anaconda.org/conda-forge/yappi,2026-03-18 02:24:56.258,370349.0,2.0,2026-03-17 22:30:39.000,89.0,,,,,,,,,,,,,,,,,,
98,mccabe,PyCQA/mccabe,code-metrics,McCabe complexity checker for Python.,,https://github.com/PyCQA/mccabe,https://github.com/PyCQA/mccabe,Saxpath,2013-02-20 22:19:04.000,2025-04-22 14:56:24.539000,2023-12-03 13:55:50,149.0,,66.0,15.0,62.0,45.0,676.0,2022-01-24 01:14:49.000,0.7.0,13.0,24.0,31,True,,mccabe,conda-forge/mccabe,,10.0,,85632734.0,520644.0,519710.0,https://pypi.org/project/mccabe,85406468.0,https://anaconda.org/conda-forge/mccabe,2025-04-22 14:56:24.539,11539614.0,2.0,2022-01-24 01:14:49.000,934.0,,,,,,,,,,,,,,,,,,
99,icecream,gruns/icecream,debugging,Never use print() to debug again.,,https://github.com/gruns/icecream,https://github.com/gruns/icecream,MIT,2018-02-13 18:56:12.000,2026-01-23 14:08:37.529000,2026-01-21 07:33:17,398.0,24.0,217.0,48.0,77.0,103.0,10032.0,2026-01-21 07:35:18.000,2.1.10,14.0,37.0,30,True,,icecream,conda-forge/icecream,,51.0,,3558530.0,21.0,21.0,https://pypi.org/project/icecream,3556856.0,https://anaconda.org/conda-forge/icecream,2026-01-23 14:08:37.529,100477.0,2.0,,,,,,,,,,,,,,,,,,,,
100,alive-progress,rsalmei/alive-progress,logging,"A new kind of Progress Bar, with real-time throughput, ETA, and very cool animations!.",,https://github.com/rsalmei/alive-progress,https://github.com/rsalmei/alive-progress,MIT,2019-08-05 05:54:30.000,2026-03-08 05:23:32.352000,2025-10-10 00:39:31,726.0,,231.0,52.0,60.0,232.0,6261.0,,,22.0,11.0,30,True,,alive-progress,conda-forge/alive-progress,,15.0,,2943881.0,4988.0,4988.0,https://pypi.org/project/alive-progress,2940219.0,https://anaconda.org/conda-forge/alive-progress,2026-03-08 05:23:32.352,252735.0,2.0,,,,,,,,,,,,,,,,,,,,
101,sphinx_rtd_theme,readthedocs/sphinx_rtd_theme,documentation,Sphinx theme from Read the Docs.,,https://github.com/readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2026-01-23 19:01:45.611000,2026-01-12 16:01:33,1513.0,4.0,1814.0,167.0,767.0,678.0,5040.0,,,26.0,122.0,30,True,,sphinx_rtd_theme,conda-forge/sphinx_rtd_theme,['sphinx'],266.0,,14577289.0,16.0,16.0,https://pypi.org/project/sphinx_rtd_theme,14505768.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2026-01-23 19:01:45.611,5006515.0,2.0,,,,,,,,-8.0,,,,,,,,,,,,
102,detect-secrets,Yelp/detect-secrets,security,An enterprise friendly way of detecting and preventing secrets in code.,,https://github.com/Yelp/detect-secrets,https://github.com/Yelp/detect-secrets,Apache-2.0,2017-12-05 00:38:38.000,2025-03-13 15:39:41.000000,2025-01-06 20:58:21,1449.0,,514.0,46.0,605.0,246.0,4462.0,2024-05-06 18:05:06.000,1.5.0,38.0,87.0,30,False,,detect-secrets,,,125.0,,3391255.0,95.0,,https://pypi.org/project/detect-secrets,3391255.0,,,,3.0,2024-05-06 17:46:16.000,95.0,,,,,,,,,,,,,,,,,,
103,pdoc,mitmproxy/pdoc,documentation,API Documentation for Python Projects.,,https://github.com/mitmproxy/pdoc,https://github.com/mitmproxy/pdoc,MIT-0,2013-08-04 21:12:50.000,2026-04-01 08:35:16.000000,2026-01-01 09:58:22,1113.0,,212.0,33.0,401.0,416.0,2485.0,,,,66.0,30,False,,pdoc,,,50.0,,2532645.0,4405.0,4405.0,https://pypi.org/project/pdoc,2532645.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
104,pytest-testinfra,pytest-dev/pytest-testinfra,testing,Testinfra test your infrastructures.,,https://github.com/pytest-dev/pytest-testinfra,https://github.com/pytest-dev/pytest-testinfra,Apache-2.0,2015-03-15 20:49:52.000,2025-11-20 20:05:07.000000,2025-08-12 07:20:32,817.0,,362.0,66.0,455.0,233.0,2457.0,2025-03-30 09:04:11.000,10.2.2,19.0,143.0,30,True,,pytest-testinfra,conda-forge/pytest-testinfra,['pytest'],145.0,,1027735.0,2647.0,2627.0,https://pypi.org/project/pytest-testinfra,1027135.0,https://anaconda.org/conda-forge/pytest-testinfra,2025-04-22 14:57:44.936,37811.0,3.0,2025-03-30 09:06:00.000,20.0,,,,,,,,,,,,,,,,,,
105,ipdb,gotcha/ipdb,debugging,Integration of IPython pdb.,,https://github.com/gotcha/ipdb,https://github.com/gotcha/ipdb,BSD-3-Clause,2011-01-15 17:51:47.000,2026-02-27 03:31:35.000000,2026-02-27 02:33:10,383.0,2.0,146.0,27.0,88.0,131.0,1971.0,,,14.0,60.0,30,True,,ipdb,conda-forge/ipdb,,75.0,,14476979.0,68083.0,68083.0,https://pypi.org/project/ipdb,14465576.0,https://anaconda.org/conda-forge/ipdb,2025-04-22 14:56:25.687,798260.0,2.0,,,,,,,,,,,,,,,,,,,,
106,radon,rubik/radon,code-metrics,Various code metrics for Python code.,,https://github.com/rubik/radon,https://github.com/rubik/radon,MIT,2012-09-20 18:58:58.000,2025-04-22 14:56:42.827000,2024-10-20 09:52:52,549.0,,132.0,33.0,102.0,146.0,1955.0,2023-03-26 06:25:00.948,6.0.1,56.0,60.0,30,False,,radon,conda-forge/radon,,41.0,,3803926.0,7807.0,7590.0,https://pypi.org/project/radon,3802197.0,https://anaconda.org/conda-forge/radon,2025-04-22 14:56:42.827,117598.0,2.0,2023-03-26 06:25:00.948,217.0,,,,,,,,,,,,,,,,,,
107,pytest-sugar,Teemu/pytest-sugar,testing,"a plugin for py.test that changes the default look and feel of py.test (e.g. progressbar, show tests that fail..",,https://github.com/Teemu/pytest-sugar,https://github.com/Teemu/pytest-sugar,BSD-3-Clause,2013-06-25 21:09:27.000,2025-12-12 14:52:24.000000,2025-12-12 14:51:48,466.0,,82.0,15.0,171.0,94.0,1520.0,2025-08-23 12:19:34.000,1.1.1,32.0,57.0,30,True,,pytest-sugar,conda-forge/pytest-sugar,['pytest'],32.0,54.0,6006738.0,31627.0,30126.0,https://pypi.org/project/pytest-sugar,5999521.0,https://anaconda.org/conda-forge/pytest-sugar,2025-08-24 22:40:41.102,483504.0,3.0,2025-08-23 12:19:34.000,1501.0,,,,,,,,,,,,,,,,,,
108,colorlog,borntyping/python-colorlog,logging,A colored formatter for the python logging module.,,https://github.com/borntyping/python-colorlog,https://github.com/borntyping/python-colorlog,MIT,2012-09-05 17:57:21.000,2025-10-16 20:08:47.821000,2025-10-16 16:13:12,250.0,,95.0,12.0,50.0,79.0,959.0,2025-10-16 16:14:21.000,6.10.1,24.0,35.0,30,True,,colorlog,conda-forge/colorlog,,,,58794024.0,64230.0,64230.0,https://pypi.org/project/colorlog,58698832.0,https://anaconda.org/conda-forge/colorlog,2025-10-16 20:08:47.821,6568264.0,2.0,,,,,,,,,,,,,,,,,,,,
109,autoflake,myint/autoflake,refactoring,Removes unused imports and unused variables as reported by pyflakes.,,https://github.com/PyCQA/autoflake,https://github.com/PyCQA/autoflake,MIT,2012-12-27 03:40:17.000,2026-03-12 17:36:30.000000,2026-03-12 17:36:28,691.0,18.0,84.0,12.0,223.0,84.0,951.0,2026-02-20 05:01:45.000,2.3.3,63.0,40.0,30,True,PyCQA/autoflake,autoflake,conda-forge/autoflake,,39.0,,8332725.0,1383.0,,https://pypi.org/project/autoflake,8321585.0,https://anaconda.org/conda-forge/autoflake,2026-02-20 08:48:51.904,657298.0,2.0,2026-02-20 05:01:42.000,1383.0,,,,,,,,,,,,,,,,,,
110,nose2,nose-devs/nose2,testing,"The successor to nose, based on unittest2.",,https://github.com/nose-devs/nose2,https://github.com/nose-devs/nose2,,2011-12-14 15:33:15.000,2026-03-30 16:55:32.000000,2026-03-23 18:10:30,1272.0,50.0,130.0,19.0,379.0,202.0,823.0,,,5.0,83.0,30,False,,nose2,conda-forge/nose2,,41.0,,925884.0,27049.0,27049.0,https://pypi.org/project/nose2,923546.0,https://anaconda.org/conda-forge/nose2,2025-04-22 14:56:50.674,222161.0,3.0,,,,,,,,,,,,,,,,,,,,
111,breathe,michaeljones/breathe,documentation,ReStructuredText and Sphinx bridge to Doxygen.,,https://github.com/breathe-doc/breathe,https://github.com/breathe-doc/breathe,BSD-3-Clause,2009-02-03 18:52:25.000,2026-01-01 08:13:42.000000,2025-12-01 11:01:39,1999.0,,209.0,14.0,408.0,427.0,811.0,2025-07-08 19:34:47.000,5.0.0a2,68.0,121.0,30,True,breathe-doc/breathe,breathe,conda-forge/breathe,,192.0,799.0,1870498.0,19756.0,19625.0,https://pypi.org/project/breathe,1855400.0,https://anaconda.org/conda-forge/breathe,2025-04-22 14:56:28.512,1056016.0,2.0,2025-07-08 20:28:19.000,131.0,,,,,,3.0,,,,,,,,,,,,
112,python-coloredlogs,xolox/python-coloredlogs,logging,Colored terminal output for Pythons logging module.,,https://github.com/xolox/python-coloredlogs,https://github.com/xolox/python-coloredlogs,MIT,2013-05-30 18:57:12.000,2025-11-03 20:57:10.317000,2021-06-11 10:22:09,273.0,,45.0,10.0,39.0,52.0,558.0,2021-06-11 10:24:04.382,15.0.1,63.0,17.0,30,False,,coloredlogs,anaconda/coloredlogs,,36.0,,37866356.0,86254.0,84325.0,https://pypi.org/project/coloredlogs,37866135.0,https://anaconda.org/anaconda/coloredlogs,2025-11-03 20:57:10.317,22817.0,2.0,2021-06-11 10:24:04.382,1929.0,,,,,,,,,,,,,,,,,,
113,executing,alexmojaki/executing,ast,"Get information about what a Python frame is currently doing, particularly the AST node being executed.",,https://github.com/alexmojaki/executing,https://github.com/alexmojaki/executing,MIT,2019-05-25 08:22:26.000,2025-09-01 12:24:49.483000,2025-08-31 21:24:41,525.0,,39.0,10.0,53.0,34.0,385.0,2025-09-01 09:48:08.000,2.2.1,36.0,11.0,30,True,,executing,conda-forge/executing,,19.0,,111841287.0,337070.0,336269.0,https://pypi.org/project/executing,111450713.0,https://anaconda.org/conda-forge/executing,2025-09-01 12:24:49.483,25777937.0,1.0,2025-09-01 09:48:08.000,801.0,,,,,,,,,,,,,,,,,,
114,memory-profiler,pythonprofilers/memory_profiler,profiling,Monitor Memory usage of Python code.,,https://github.com/pythonprofilers/memory_profiler,https://github.com/pythonprofilers/memory_profiler,BSD-3-Clause,2011-10-14 11:56:14.000,2025-12-04 21:58:46.357000,2024-04-16 15:33:52,719.0,,387.0,81.0,166.0,117.0,4561.0,2022-11-15 17:59:01.069,0.61.0,59.0,105.0,29,False,,memory_profiler,conda-forge/memory_profiler,,139.0,,6008964.0,464.0,,https://pypi.org/project/memory_profiler,5940285.0,https://anaconda.org/conda-forge/memory_profiler,2025-12-04 21:58:46.357,4532815.0,3.0,2022-11-15 17:59:01.069,464.0,,,,,,,,,,,,,,,,,,
115,line_profiler,pyutils/line_profiler,profiling,Line-by-line profiling for Python.,,https://github.com/pyutils/line_profiler,https://github.com/pyutils/line_profiler,BSD-3-Clause,2019-12-10 22:26:33.000,2026-03-30 22:50:11.000000,2026-03-07 23:00:58,757.0,11.0,133.0,13.0,283.0,90.0,3223.0,2026-02-24 03:38:26.000,5.0.2,35.0,53.0,29,True,,line_profiler,conda-forge/line_profiler,,53.0,2208.0,2556809.0,405.0,,https://pypi.org/project/line_profiler,2480899.0,https://anaconda.org/conda-forge/line_profiler,2026-02-24 23:29:30.445,4932296.0,3.0,2026-02-23 23:29:45.000,405.0,,,,,,,,,,,,,,,,,,
116,notifiers,liiight/notifiers,logging,The easy way to send notifications.,,https://github.com/liiight/notifiers,https://github.com/liiight/notifiers,MIT,2017-06-01 10:20:18.000,2026-03-30 17:28:20.000000,2025-12-26 19:14:24,547.0,,107.0,29.0,372.0,69.0,2732.0,2025-05-17 15:59:40.000,1.3.6,34.0,27.0,29,True,,notifiers,conda-forge/notifiers,,39.0,,498761.0,1420.0,1383.0,https://pypi.org/project/notifiers,497727.0,https://anaconda.org/conda-forge/notifiers,2025-05-20 18:12:25.759,66210.0,3.0,2025-05-17 15:58:56.000,37.0,,,,,,,,,,,,,,,,,,
117,tabulate,astanin/python-tabulate,logging,"Pretty-print tabular data in Python, a library and a command-line utility. Repository migrated from..",,https://github.com/astanin/python-tabulate,https://github.com/astanin/python-tabulate,MIT,2019-09-02 14:34:19.000,2026-03-11 08:45:56.000000,2026-03-11 08:42:59,865.0,114.0,180.0,18.0,170.0,196.0,2537.0,,,14.0,108.0,29,True,,tabulate,conda-forge/tabulate,,59.0,,214217422.0,,,https://pypi.org/project/tabulate,214028638.0,https://anaconda.org/conda-forge/tabulate,2026-03-05 17:47:04.179,11704608.0,3.0,,,,,,,,-8.0,,,,,,,,,,,,
118,pyelftools,eliben/pyelftools,debugging,Parsing ELF and DWARF in Python.,,https://github.com/eliben/pyelftools,https://github.com/eliben/pyelftools,,2013-06-08 22:55:54.000,2026-03-12 14:48:41.000000,2026-03-12 14:48:41,737.0,1.0,523.0,65.0,354.0,202.0,2225.0,,,10.0,111.0,29,False,,pyelftools,conda-forge/pyelftools,,70.0,,11596385.0,11825.0,11825.0,https://pypi.org/project/pyelftools,11576405.0,https://anaconda.org/conda-forge/pyelftools,2025-04-22 14:56:21.172,1318742.0,2.0,,,,,,,,,,,,,,,,,,,,
119,astor,berkerpeksag/astor,ast,Python AST read/write.,,https://github.com/berkerpeksag/astor,https://github.com/berkerpeksag/astor,BSD-3-Clause,2012-09-19 23:02:51.000,2026-02-17 23:52:44.000000,2026-02-17 23:52:37,297.0,30.0,106.0,22.0,116.0,101.0,862.0,2019-12-10 01:50:33.000,0.8.1,14.0,35.0,29,True,,astor,conda-forge/astor,,32.0,,16965287.0,618.0,,https://pypi.org/project/astor,16790644.0,https://anaconda.org/conda-forge/astor,2025-04-22 14:56:33.663,2794291.0,2.0,2019-12-10 01:50:33.000,618.0,,,,,,,,,,,,,,,,,,
120,packaging,pypa/packaging,packaging,Core utilities for Python packages.,,https://github.com/pypa/packaging,https://github.com/pypa/packaging,,2014-05-15 22:49:43.000,2026-03-27 04:27:50.000000,2026-03-27 04:27:08,944.0,101.0,281.0,27.0,712.0,350.0,720.0,2026-01-21 21:03:25.000,26.0,27.0,135.0,29,False,,packaging,conda-forge/packaging,,79.0,972.0,1543229207.0,,,https://pypi.org/project/packaging,1541932895.0,https://anaconda.org/conda-forge/packaging,2026-01-22 14:54:28.371,92037304.0,2.0,,,,,,,,-10.0,,,,,,,,,,,,
121,pylint-django,PyCQA/pylint-django,linters,Pylint plugin for improving code analysis for when using Django.,,https://github.com/pylint-dev/pylint-django,https://github.com/pylint-dev/pylint-django,,2013-10-01 06:35:15.000,2026-03-30 21:28:06.000000,2026-01-01 11:09:12,712.0,,122.0,14.0,237.0,176.0,622.0,2026-01-01 11:16:40.000,2.7.0,27.0,72.0,29,False,pylint-dev/pylint-django,pylint-django,conda-forge/pylint-django,['pylint'],68.0,432.0,2031467.0,32402.0,32402.0,https://pypi.org/project/pylint-django,2024865.0,https://anaconda.org/conda-forge/pylint-django,2026-01-02 04:35:16.407,428821.0,2.0,,,,,,,,3.0,,,,,,,,,,,,
122,sphinx-autobuild,executablebooks/sphinx-autobuild,documentation,Watch a Sphinx directory and rebuild the documentation when a change is detected. Also includes a hot-reload web server.,,https://github.com/sphinx-doc/sphinx-autobuild,https://github.com/sphinx-doc/sphinx-autobuild,MIT,2013-12-25 17:09:56.000,2025-12-16 13:12:50.000000,2025-12-16 13:12:50,401.0,,94.0,17.0,97.0,94.0,604.0,2025-08-25 18:44:54.000,2025.8.25,25.0,37.0,29,True,sphinx-doc/sphinx-autobuild,sphinx-autobuild,conda-forge/sphinx-autobuild,['sphinx'],20.0,,5866060.0,33882.0,31600.0,https://pypi.org/project/sphinx-autobuild,5858488.0,https://anaconda.org/conda-forge/sphinx-autobuild,2025-11-04 15:27:59.755,484663.0,2.0,2025-08-25 18:44:54.000,2282.0,,,,,,,,,,,,,,,,,,
123,numpydoc,numpy/numpydoc,documentation,Numpys Sphinx extensions.,,https://github.com/numpy/numpydoc,https://github.com/numpy/numpydoc,,2013-07-24 16:23:39.000,2026-04-01 18:22:48.000000,2026-04-01 18:22:47,706.0,4.0,170.0,29.0,413.0,158.0,349.0,2025-12-02 16:39:11.000,1.10.0,35.0,91.0,29,False,,numpydoc,conda-forge/numpydoc,['sphinx'],129.0,,2256572.0,3586.0,,https://pypi.org/project/numpydoc,2195159.0,https://anaconda.org/conda-forge/numpydoc,2025-12-02 22:48:01.622,4360390.0,2.0,2025-12-02 16:39:11.000,3586.0,,,,,,,,,,,,,,,,,,
