,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,open_issue_count,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,pypi_latest_release_published_at,pypi_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
40,pytest-cov,pytest-dev/pytest-cov,testing,Coverage plugin for pytest.,,https://github.com/pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2026-03-22 00:27:51.180000,2026-03-21 19:57:53,1071.0,17.0,231.0,40.0,285.0,296.0,2026.0,2026-03-21 20:11:14.000,7.1.0,54.0,103.0,38,True,,pytest-cov,conda-forge/pytest-cov,['pytest'],156.0,,170503424.0,77890.0,,https://pypi.org/project/pytest-cov,170257505.0,https://anaconda.org/conda-forge/pytest-cov,2026-03-22 00:27:51.180,17460262.0,2.0,2026-03-21 20:11:14.000,77890.0,,,,,,,,,,,,,,,,,,
41,pytest-xdist,pytest-dev/pytest-xdist,testing,pytest plugin for distributed testing and loop-on-failures testing modes.,,https://github.com/pytest-dev/pytest-xdist,https://github.com/pytest-dev/pytest-xdist,MIT,2015-09-01 18:51:45.000,2026-03-30 21:21:50.000000,2026-03-30 21:21:49,1374.0,13.0,254.0,51.0,578.0,403.0,1820.0,2025-07-01 13:31:02.000,3.8.0,71.0,114.0,38,True,,pytest-xdist,conda-forge/pytest-xdist,['pytest'],295.0,416.0,106784432.0,136718.0,131101.0,https://pypi.org/project/pytest-xdist,106613411.0,https://anaconda.org/conda-forge/pytest-xdist,2025-07-02 10:39:49.174,11799529.0,2.0,2025-07-01 13:30:56.000,5617.0,,,,,,,,,,,,,,,,,,
42,twine,pypa/twine,build-tools,Utilities for interacting with PyPI.,,https://github.com/pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000,2026-03-19 02:09:01.000000,2026-03-19 02:08:59,1369.0,12.0,325.0,38.0,734.0,504.0,1763.0,2025-09-04 15:42:37.000,6.2.0,31.0,132.0,38,True,,twine,conda-forge/twine,,46.0,128.0,27638719.0,134965.0,134965.0,https://pypi.org/project/twine,27614665.0,https://anaconda.org/conda-forge/twine,2025-09-04 19:22:15.675,1683709.0,2.0,,,,,,,,,,,,,,,,,,,,
43,poetry,python-poetry/poetry,dependency-managers,Python packaging and dependency management made easy.,,https://github.com/python-poetry/poetry,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000,2026-03-31 16:46:26.000000,2026-03-31 16:46:26,3745.0,61.0,2396.0,186.0,3357.0,5822.0,34264.0,2026-03-29 12:23:09.000,2.3.3,100.0,645.0,37,True,,poetry,conda-forge/poetry,,505.0,15592451.0,79475550.0,,,https://pypi.org/project/poetry,79188993.0,https://anaconda.org/conda-forge/poetry,2026-03-29 15:36:46.483,7795297.0,2.0,,,,,,,,,,,,,,,,,,,,
44,PDM,pdm-project/pdm,dependency-managers,A modern Python package and dependency manager supporting the latest PEP standards.,,https://github.com/pdm-project/pdm,https://github.com/pdm-project/pdm,MIT,2019-12-27 03:50:57.000,2026-04-02 10:33:48.000000,2026-04-02 10:33:23,3225.0,34.0,468.0,38.0,1356.0,1915.0,8550.0,2026-03-24 07:22:11.000,2.26.7,104.0,243.0,37,True,,pdm,conda-forge/pdm,,49.0,21363.0,9379708.0,587.0,587.0,https://pypi.org/project/pdm,9347459.0,https://anaconda.org/conda-forge/pdm,2026-03-24 09:14:27.828,1742803.0,2.0,,,,,,,,,,,,,,,,,,,,
45,structlog,hynek/structlog,logging,"Simple, powerful, and fast logging for Python.",,https://github.com/hynek/structlog,https://github.com/hynek/structlog,Apache-2.0,2013-08-13 15:55:58.000,2026-04-01 11:51:47.000000,2026-04-01 11:51:41,1862.0,40.0,272.0,32.0,411.0,355.0,4684.0,2025-10-27 08:28:21.000,25.5.0,42.0,137.0,37,True,,structlog,conda-forge/structlog,,35.0,,69642097.0,33460.0,31277.0,https://pypi.org/project/structlog,69625273.0,https://anaconda.org/conda-forge/structlog,2025-10-28 14:11:51.489,1059932.0,2.0,2025-10-27 08:28:21.000,2183.0,,,,,,,,,,,,,,,,,,
46,wemake-python-styleguide,wemake-services/wemake-python-styleguide,linters,The strictest and most opinionated python linter ever!.,,https://github.com/wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,MIT,2018-03-09 21:04:25.000,2026-04-02 14:42:21.000000,2026-04-02 14:42:21,3044.0,38.0,419.0,28.0,2441.0,1163.0,2835.0,2026-02-28 18:57:23.000,1.6.1,66.0,223.0,37,True,,wemake-python-styleguide,,,17.0,,231197.0,17603.0,17603.0,https://pypi.org/project/wemake-python-styleguide,231197.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
47,memray,bloomberg/memray,profiling,Memray is a memory profiler for Python.,,https://github.com/bloomberg/memray,https://github.com/bloomberg/memray,Apache-2.0,2022-04-08 18:04:11.000,2026-03-31 23:34:06.000000,2026-03-13 11:03:08,1436.0,25.0,436.0,60.0,527.0,219.0,14972.0,2026-03-13 14:36:46.000,1.19.2,33.0,62.0,36,True,,memray,conda-forge/memray,,44.0,,15496387.0,2028.0,2028.0,https://pypi.org/project/memray,15483205.0,https://anaconda.org/conda-forge/memray,2026-03-14 13:26:47.192,632737.0,2.0,,,,,,,,,,,,,,,,,,,,
48,buildbot,buildbot/buildbot,build-tools,Python-based continuous integration testing framework; your pull requests are more than welcome!.,,https://github.com/buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000,2026-04-01 00:17:58.000000,2026-03-31 08:52:22,28832.0,1118.0,1567.0,185.0,7115.0,1089.0,5442.0,2025-05-12 20:33:21.000,4.3.0,82.0,903.0,36,True,,buildbot,conda-forge/buildbot,,691.0,105335.0,51841.0,409.0,409.0,https://pypi.org/project/buildbot,48274.0,https://anaconda.org/conda-forge/buildbot,2025-05-13 11:35:44.706,177844.0,2.0,,,,,,,,,,,,,,,,,,,,
49,autopep8,hhatto/autopep8,formatters,A tool that automatically formats Python code to conform to the PEP 8 style guide.,,https://github.com/hhatto/autopep8,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000,2026-03-30 13:06:46.000000,2025-11-24 13:53:48,2967.0,,284.0,67.0,271.0,392.0,4664.0,2025-01-14 14:45:46.000,2.3.2,32.0,64.0,36,True,,autopep8,conda-forge/autopep8,,124.0,,9508152.0,230744.0,230744.0,https://pypi.org/project/autopep8,9470019.0,https://anaconda.org/conda-forge/autopep8,2025-04-22 14:56:24.132,2669345.0,3.0,,,,,,,,,,,,,,,,,,,,
50,beartype,beartype/beartype,linters,Unbearably fast near-real-time pure-Python runtime-static type-checker.,,https://github.com/beartype/beartype,https://github.com/beartype/beartype,MIT,2020-04-03 06:06:22.000,2026-04-02 07:23:03.000000,2026-04-02 06:35:59,1784.0,75.0,71.0,12.0,79.0,368.0,3393.0,2025-12-13 06:50:03.000,0.22.9,63.0,30.0,36,True,,beartype,conda-forge/beartype,,102.0,,83360830.0,10370.0,10370.0,https://pypi.org/project/beartype,83352270.0,https://anaconda.org/conda-forge/beartype,2025-12-14 12:37:53.323,599200.0,2.0,,,,,,,,,,,,,,,,,,,,
51,safety,pyupio/safety,security,Safety checks Python dependencies for known security vulnerabilities and suggests the proper remediations for..,,https://github.com/pyupio/safety,https://github.com/pyupio/safety,MIT,2016-10-19 13:22:56.000,2026-03-23 20:38:29.000000,2026-03-23 20:38:28,873.0,16.0,174.0,31.0,563.0,226.0,1971.0,2025-11-06 20:10:13.000,3.7.0,115.0,55.0,36,True,,safety,conda-forge/safety,,42.0,1119448.0,4688733.0,20888.0,19586.0,https://pypi.org/project/safety,4670849.0,https://anaconda.org/conda-forge/safety,2025-11-07 13:05:02.116,163256.0,2.0,2026-03-12 16:42:47.000,1302.0,,,,,,,,,,,,,,,,,,
52,setuptools_scm,pypa/setuptools_scm,build-tools,the blessed package to manage your versions by scm tags.,,https://github.com/pypa/setuptools-scm,https://github.com/pypa/setuptools-scm,,2015-07-01 17:57:56.000,2026-03-31 06:44:41.000000,2026-03-31 06:43:53,2380.0,172.0,230.0,22.0,676.0,641.0,943.0,2026-03-27 20:33:59.000,cs-ersioning-1.1.1,76.0,158.0,36,False,,setuptools_scm,conda-forge/setuptools_scm,,34.0,768.0,138898547.0,32938.0,32938.0,https://pypi.org/project/setuptools_scm,138804266.0,https://anaconda.org/conda-forge/setuptools_scm,2025-10-20 12:59:23.792,6693530.0,2.0,,,,,,,,,,,,,,,,,,,,
53,parso,davidhalter/parso,linters,A Python Parser.,,https://github.com/davidhalter/parso,https://github.com/davidhalter/parso,MIT,2017-05-08 20:14:30.000,2026-02-09 22:32:16.888000,2026-02-09 15:40:11,1147.0,16.0,116.0,18.0,117.0,108.0,668.0,2026-02-09 15:45:21.000,0.8.6,29.0,51.0,36,True,,parso,conda-forge/parso,,13.0,,113204167.0,597552.0,596423.0,https://pypi.org/project/parso,112696458.0,https://anaconda.org/conda-forge/parso,2026-02-09 22:32:16.888,35031977.0,2.0,2026-02-09 15:45:21.000,1129.0,,,,,,,,,,,,,,,,,,
54,pyenv,pyenv/pyenv,virtual-envs,Simple Python version management.,,https://github.com/pyenv/pyenv,https://github.com/pyenv/pyenv,MIT,2012-08-31 06:57:52.000,2026-04-01 18:32:48.000000,2026-04-01 18:32:48,3632.0,61.0,3221.0,385.0,1269.0,1835.0,44530.0,2026-03-10 22:38:10.000,2.6.26,100.0,474.0,35,True,,pyenv,,,78.0,,17386.0,21.0,21.0,https://pypi.org/project/pyenv,17386.0,,,,2.0,2019-01-12 14:49:22.000,,,,,,,,,,,,,,,,,,,
55,sqlmap,sqlmapproject/sqlmap,security,Automatic SQL injection and database takeover tool.,,https://github.com/sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,,2012-06-26 09:52:15.000,2026-03-30 08:59:48.000000,2026-03-30 08:59:44,10526.0,119.0,6113.0,1100.0,458.0,5367.0,36985.0,2026-01-01 18:27:27.000,1.10,11.0,152.0,35,False,,sqlmap,,,40.0,,68400.0,21.0,21.0,https://pypi.org/project/sqlmap,68400.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
56,Scalene,plasma-umass/scalene,profiling,"Scalene: a high-performance, high-precision CPU, GPU, and memory profiler for Python with AI-powered optimization..",,https://github.com/plasma-umass/scalene,https://github.com/plasma-umass/scalene,Apache-2.0,2019-12-17 20:56:28.000,2026-04-02 14:41:24.000000,2026-04-01 19:28:08,3576.0,118.0,431.0,85.0,434.0,366.0,13341.0,2026-03-22 15:30:23.000,2.2.1,188.0,61.0,35,True,,scalene,,,155.0,,389632.0,1056.0,990.0,https://pypi.org/project/scalene,389632.0,,,,2.0,2026-03-22 14:42:37.000,66.0,,,,,,,,,,,,,,,,,,
57,pyinstrument,joerick/pyinstrument,profiling,Call stack profiler for Python. Shows you why your code is slow!.,,https://github.com/joerick/pyinstrument,https://github.com/joerick/pyinstrument,BSD-3-Clause,2014-03-13 17:53:13.000,2026-03-09 22:49:55.000000,2026-01-06 08:15:54,1214.0,4.0,256.0,49.0,230.0,165.0,7668.0,2026-01-04 18:37:22.000,5.1.2,55.0,76.0,35,True,,pyinstrument,conda-forge/pyinstrument,,28.0,,10864700.0,4429.0,4184.0,https://pypi.org/project/pyinstrument,10848584.0,https://anaconda.org/conda-forge/pyinstrument,2026-01-04 23:17:44.124,1095948.0,2.0,2026-01-04 18:37:22.000,245.0,,,,,,,,,,,,,,,,,,
58,invoke,pyinvoke/invoke,build-tools,Pythonic task management & command execution.,,https://github.com/pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000,2026-03-22 19:35:00.000000,2025-10-20 02:48:00,3746.0,,377.0,89.0,273.0,407.0,4727.0,,,26.0,62.0,35,True,,invoke,conda-forge/invoke,,343.0,,71786044.0,32896.0,32896.0,https://pypi.org/project/invoke,71752910.0,https://anaconda.org/conda-forge/invoke,2025-10-11 01:29:11.650,2087486.0,3.0,,,,,,,,,,,,,,,,,,,,
59,sentry-sdk,getsentry/sentry-python,logging,The official Python SDK for Sentry.io.,,https://github.com/getsentry/sentry-python,https://github.com/getsentry/sentry-python,MIT,2018-06-18 22:51:10.000,2026-04-02 13:45:56.000000,2026-04-02 13:09:08,3801.0,313.0,587.0,70.0,3602.0,1898.0,2161.0,2026-03-31 09:39:53.000,2.57.0,209.0,304.0,35,True,,sentry-sdk,conda-forge/sentry-sdk,,329.0,3816.0,138470158.0,,,https://pypi.org/project/sentry-sdk,138447308.0,https://anaconda.org/conda-forge/sentry-sdk,2026-03-31 12:03:49.426,1588418.0,2.0,,,,,,,,,,,,,,,,,,,,
60,pytest-mock,pytest-dev/pytest-mock,testing,Thin-wrapper around the mock package for easier use with pytest.,,https://github.com/pytest-dev/pytest-mock,https://github.com/pytest-dev/pytest-mock,MIT,2014-07-17 00:40:32.000,2026-04-02 13:39:19.000000,2026-04-02 13:39:17,774.0,15.0,154.0,36.0,402.0,154.0,2021.0,2025-09-16 16:40:09.000,3.15.1,66.0,82.0,35,True,,pytest-mock,conda-forge/pytest-mock,['pytest'],15.0,157.0,90444537.0,9413.0,,https://pypi.org/project/pytest-mock,90375195.0,https://anaconda.org/conda-forge/pytest-mock,2025-09-17 09:28:14.765,4853894.0,2.0,2025-09-16 16:37:25.000,9413.0,,,,,,,,,,,,,,,,,,
61,prettytable,jazzband/prettytable,logging,Display tabular data in a visually appealing ASCII table format.,,https://github.com/prettytable/prettytable,https://github.com/prettytable/prettytable,,2016-01-15 02:39:17.000,2026-04-01 12:20:43.000000,2026-04-01 12:20:43,805.0,39.0,179.0,21.0,303.0,136.0,1626.0,2025-11-14 17:33:19.000,3.17.0,42.0,69.0,35,False,prettytable/prettytable,prettytable,conda-forge/prettytable,,18.0,,43782653.0,83433.0,80492.0,https://pypi.org/project/prettytable,43702216.0,https://anaconda.org/conda-forge/prettytable,2025-11-15 09:37:35.891,5228426.0,2.0,2025-11-14 17:33:19.000,2941.0,,,,,,,,,,,,,,,,,,
62,pyflakes,PyCQA/pyflakes,linters,A simple program which checks Python source files for errors.,,https://github.com/PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000,2025-06-21 07:47:51.807000,2025-06-20 18:44:19,579.0,,181.0,27.0,315.0,489.0,1444.0,2025-06-20 18:45:26.000,3.4.0,42.0,88.0,35,True,,pyflakes,conda-forge/pyflakes,,61.0,,62493408.0,332901.0,331596.0,https://pypi.org/project/pyflakes,62327339.0,https://anaconda.org/conda-forge/pyflakes,2025-06-21 07:47:51.807,10130248.0,2.0,2025-06-20 18:45:26.000,1305.0,,,,,,,,,,,,,,,,,,
63,pytest-html,pytest-dev/pytest-html,testing,Plugin for generating HTML reports for pytest results.,,https://github.com/pytest-dev/pytest-html,https://github.com/pytest-dev/pytest-html,MPL-2.0,2015-04-14 19:22:42.000,2026-03-30 17:48:13.000000,2026-03-16 20:08:13,644.0,14.0,252.0,22.0,541.0,264.0,769.0,2026-01-19 11:30:07.000,4.2.0,59.0,65.0,35,True,,pytest-html,conda-forge/pytest-html,['pytest'],185.0,,22975559.0,59389.0,58292.0,https://pypi.org/project/pytest-html,22960409.0,https://anaconda.org/conda-forge/pytest-html,2026-01-21 10:01:29.357,984763.0,2.0,2026-01-19 11:25:25.000,1097.0,,,,,,,,,,,,,,,,,,
64,py-spy,benfred/py-spy,profiling,Sampling profiler for Python programs.,,https://github.com/benfred/py-spy,https://github.com/benfred/py-spy,MIT,2018-08-01 02:22:15.000,2026-03-05 01:36:28.000000,2025-08-18 00:13:24,549.0,,501.0,109.0,410.0,228.0,15077.0,2025-07-31 19:34:11.519,0.4.1,40.0,53.0,34,True,,py-spy,conda-forge/py-spy,,226.0,51581.0,18403492.333333332,8257.0,8141.0,https://pypi.org/project/py-spy,18346309.0,https://anaconda.org/conda-forge/py-spy,2025-08-01 00:41:54.066,787557.0,2.0,2025-07-31 19:33:13.000,112.0,,,,,,,,,,,,py-spy,https://crates.io/crates/py-spy,2025-07-31 19:34:11.519,4.0,45134.333333333336,578554.0,
65,pyautogui,asweigart/pyautogui,testing,A cross-platform GUI automation Python module for human beings. Used to programmatically control the mouse & keyboard.,,https://github.com/asweigart/pyautogui,https://github.com/asweigart/pyautogui,BSD-3-Clause,2014-07-17 23:30:38.000,2025-09-03 16:04:18.705000,2023-06-07 11:16:23,408.0,,1384.0,193.0,187.0,256.0,12409.0,,,12.0,52.0,34,False,,pyautogui,conda-forge/pyautogui,,505.0,,2942047.0,56215.0,56215.0,https://pypi.org/project/pyautogui,2935470.0,https://anaconda.org/conda-forge/pyautogui,2025-09-03 16:04:18.705,434121.0,2.0,,,,,,,,,,,,,,,,,,,,
66,pyre-check,facebook/pyre-check,type-checkers,Performant type-checking for python.,,https://github.com/facebook/pyre-check,https://github.com/facebook/pyre-check,MIT,2017-11-10 17:31:36.000,2026-04-01 20:13:40.000000,2026-04-01 20:09:04,20874.0,218.0,453.0,113.0,560.0,311.0,7150.0,2024-10-29 21:22:27.000,0.9.23,81.0,302.0,34,True,,pyre-check,,,149.0,,221051.0,108.0,21.0,https://pypi.org/project/pyre-check,221051.0,,,,3.0,2025-07-07 15:59:16.000,87.0,,,,,,,,,,,,,,,,,,
67,pyarmor,dashingsoft/pyarmor,security,"A tool used to obfuscate python scripts, bind obfuscated scripts to fixed machine or expire obfuscated scripts.",,https://github.com/dashingsoft/pyarmor,https://github.com/dashingsoft/pyarmor,SGI-B-2.0,2017-08-26 04:11:53.000,2026-03-18 02:03:58.000000,2026-03-18 02:02:48,4913.0,10.0,353.0,47.0,52.0,1799.0,5007.0,2026-03-18 02:02:29.000,9.2.4,374.0,38.0,34,False,,pyarmor,,,16.0,,995376.0,2141.0,2017.0,https://pypi.org/project/pyarmor,995376.0,,,,3.0,2026-03-18 02:01:45.000,124.0,,,,,,,,,,,,,,,,,,
68,briefcase,beeware/briefcase,packaging,Tools to support converting a Python project into a standalone native application.,,https://github.com/beeware/briefcase,https://github.com/beeware/briefcase,BSD-3-Clause,2015-07-28 15:20:03.000,2026-03-30 03:12:36.000000,2026-03-30 03:12:36,5136.0,104.0,476.0,46.0,1592.0,833.0,3243.0,2026-03-09 04:31:21.000,0.4.1,39.0,199.0,34,True,,briefcase,,,165.0,1082.0,44023.0,856.0,856.0,https://pypi.org/project/briefcase,44009.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
69,prospector,PyCQA/prospector,code-metrics,"Inspects Python source files and provides information about type and location of classes, methods etc.",,https://github.com/prospector-dev/prospector,https://github.com/prospector-dev/prospector,GPL-2.0,2013-08-05 07:26:30.000,2026-03-30 17:20:34.000000,2026-03-30 17:20:34,1612.0,17.0,178.0,33.0,402.0,369.0,2075.0,2026-02-03 12:55:54.000,1.18.0,145.0,98.0,34,True,prospector-dev/prospector,prospector,conda-forge/prospector,,33.0,,524090.0,5780.0,5487.0,https://pypi.org/project/prospector,520767.0,https://anaconda.org/conda-forge/prospector,2026-02-03 15:52:16.247,216044.0,1.0,2026-02-03 12:55:54.000,293.0,,,,,,,,,,,,,,,,,,
70,mkdocstrings,mkdocstrings/mkdocstrings,documentation,"Automatic documentation from sources, for MkDocs.",,https://github.com/mkdocstrings/mkdocstrings,https://github.com/mkdocstrings/mkdocstrings,ISC,2019-12-09 18:09:09.000,2026-03-11 11:11:54.000000,2026-03-11 11:11:40,807.0,14.0,122.0,13.0,196.0,466.0,2067.0,2026-02-07 14:31:43.000,1.0.3,40.0,54.0,34,True,,mkdocstrings,conda-forge/mkdocstrings,['mkdocs'],7.0,,7582185.0,25471.0,25471.0,https://pypi.org/project/mkdocstrings,7577271.0,https://anaconda.org/conda-forge/mkdocstrings,2026-02-08 13:03:02.624,324387.0,2.0,,,,,,,,,,,,,,,,,,,,
71,nodeenv,ekalinin/nodeenv,virtual-envs,Virtual environment for Node.js & integrator with virtualenv.,,https://github.com/ekalinin/nodeenv,https://github.com/ekalinin/nodeenv,,2011-03-29 15:28:56.000,2025-12-27 20:06:33.000000,2025-12-27 20:06:26,744.0,,217.0,30.0,182.0,161.0,1778.0,2025-12-20 14:27:41.000,1.10.0,49.0,108.0,34,False,,nodeenv,conda-forge/nodeenv,,47.0,,129265848.0,136213.0,136213.0,https://pypi.org/project/nodeenv,129152109.0,https://anaconda.org/conda-forge/nodeenv,2025-12-20 20:08:47.195,7961745.0,2.0,,,,,,,,,,,,,,,,,,,,
72,nox,theacodes/nox,testing,Flexible test automation for Python.,,https://github.com/wntrblm/nox,https://github.com/wntrblm/nox,Apache-2.0,2016-02-24 04:02:58.000,2026-03-23 20:30:49.000000,2026-03-23 20:30:49,747.0,18.0,175.0,18.0,634.0,371.0,1507.0,2026-02-10 04:38:57.000,2026.2.9,34.0,116.0,34,True,wntrblm/nox,nox,conda-forge/nox,['pytest'],70.0,,5461348.0,9217.0,7678.0,https://pypi.org/project/nox,5453208.0,https://anaconda.org/conda-forge/nox,2026-02-10 21:59:57.424,569808.0,2.0,2026-02-10 04:38:57.000,1539.0,,,,,,,,,,,,,,,,,,
73,logbook,getlogbook/logbook,logging,A cool logging replacement for Python.,,https://github.com/getlogbook/logbook,https://github.com/getlogbook/logbook,,2010-07-22 10:13:12.000,2026-04-02 12:25:28.000000,2026-03-29 18:21:00,1658.0,45.0,169.0,33.0,372.0,143.0,1495.0,2025-11-28 23:52:53.000,1.9.2,51.0,81.0,34,False,,logbook,conda-forge/logbook,,46.0,587.0,6524777.0,7732.0,7449.0,https://pypi.org/project/logbook,6518867.0,https://anaconda.org/conda-forge/logbook,2025-11-27 22:48:43.454,413428.0,2.0,2025-11-27 21:10:16.000,283.0,,,,,,,,,,,,,,,,,,
74,Griffe,mkdocstrings/griffe,documentation,"Signatures for entire Python programs. Extract the structure, the frame, the skeleton of your project, to generate API..",,https://github.com/mkdocstrings/griffe,https://github.com/mkdocstrings/griffe,ISC,2021-09-09 21:49:44.000,2026-03-30 19:48:10.000000,2026-03-30 19:48:01,1328.0,29.0,63.0,5.0,112.0,273.0,628.0,2026-03-27 11:34:04.000,2.0.2,115.0,46.0,34,True,,griffe,conda-forge/griffe,,30.0,,30785242.0,16072.0,16072.0,https://pypi.org/project/griffe,30768238.0,https://anaconda.org/conda-forge/griffe,2026-03-27 14:25:14.675,833233.0,2.0,,,,,,,,,,,,,,,,,,,,
75,sphinx-autodoc-typehints,tox-dev/sphinx-autodoc-typehints,documentation,Type hints support for the Sphinx autodoc extension.,,https://github.com/tox-dev/sphinx-autodoc-typehints,https://github.com/tox-dev/sphinx-autodoc-typehints,MIT,2015-09-21 20:41:41.000,2026-03-30 17:31:20.000000,2026-03-30 17:31:18,541.0,61.0,111.0,9.0,437.0,233.0,586.0,2026-03-24 16:57:27.000,3.9.11,116.0,66.0,34,True,,sphinx-autodoc-typehints,conda-forge/sphinx-autodoc-typehints,['sphinx'],,,9414904.0,66630.0,60028.0,https://pypi.org/project/sphinx-autodoc-typehints,9400165.0,https://anaconda.org/conda-forge/sphinx-autodoc-typehints,2026-03-24 22:51:37.812,1031792.0,2.0,2026-03-24 16:57:27.000,6602.0,,,,,,,,,,,,,,,,,,
76,coveralls-python,TheKevJames/coveralls-python,testing,Show coverage stats online via coveralls.io.,,https://github.com/TheKevJames/coveralls-python,https://github.com/TheKevJames/coveralls-python,MIT,2013-02-06 20:48:39.000,2026-04-02 09:22:13.000000,2026-04-02 09:21:50,769.0,63.0,186.0,6.0,512.0,172.0,569.0,2026-02-28 15:17:43.000,4.1.0,48.0,67.0,34,True,,coveralls,conda-forge/coveralls,['pytest'],8.0,,1750436.0,39336.0,36784.0,https://pypi.org/project/coveralls,1728680.0,https://anaconda.org/conda-forge/coveralls,2026-02-28 18:09:14.813,1501232.0,2.0,2026-02-28 15:16:46.000,2552.0,,,,,,,,,,,,,,,,,,
77,hypothesis,HypothesisWorks/hypothesis,testing,The property-based testing library for Python.,,https://github.com/HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,,2013-03-10 13:51:19.000,2026-03-29 02:56:34.817000,2026-03-29 01:06:13,17251.0,187.0,637.0,65.0,2938.0,1683.0,8575.0,2026-03-29 01:06:40.000,hypothesis-python-6.151.10,1042.0,364.0,33,False,,hypothesis,conda-forge/hypothesis,,57.0,,31297877.0,,,https://pypi.org/project/hypothesis,31049610.0,https://anaconda.org/conda-forge/hypothesis,2026-03-29 02:56:34.817,17626972.0,2.0,,,,,,,,-10.0,,,,,,,,,,,,
78,pycodestyle,PyCQA/pycodestyle,linters,Simple Python style checker in one Python file.,,https://github.com/PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,MIT,2009-10-02 00:43:37.000,2025-12-22 21:54:22.000000,2025-12-22 21:54:19,1519.0,,752.0,110.0,547.0,673.0,5153.0,2025-03-29 17:33:29.000,2.13.0,23.0,137.0,33,True,,pycodestyle,conda-forge/pycodestyle,,106.0,,76414222.0,2210.0,,https://pypi.org/project/pycodestyle,76242631.0,https://anaconda.org/conda-forge/pycodestyle,2025-06-22 18:14:44.520,10467055.0,2.0,2025-06-20 18:49:47.000,2210.0,,,,,,,,,,,,,,,,,,
79,mimesis,lk-geimfari/mimesis,testing,Mimesis is a fast Python library for generating fake data in multiple languages.,,https://github.com/lk-geimfari/mimesis,https://github.com/lk-geimfari/mimesis,MIT,2016-09-09 21:41:22.000,2026-03-23 10:29:40.000000,2026-01-18 21:51:11,2710.0,8.0,351.0,55.0,1292.0,354.0,4797.0,2026-01-11 09:14:35.000,19.1.0,64.0,125.0,33,True,,mimesis,conda-forge/mimesis,,11.0,868.0,1724815.0,2277.0,2277.0,https://pypi.org/project/mimesis,1719392.0,https://anaconda.org/conda-forge/mimesis,2026-01-11 13:15:04.094,373739.0,2.0,,,,,,,,,,,,,,,,,,,,
80,vulture,jendrikseipp/vulture,refactoring,Find dead Python code.,,https://github.com/jendrikseipp/vulture,https://github.com/jendrikseipp/vulture,MIT,2017-03-06 08:00:18.000,2026-03-26 09:25:41.000000,2026-03-26 09:25:37,789.0,8.0,179.0,25.0,173.0,196.0,4418.0,2026-03-25 14:41:13.000,2.16,56.0,48.0,33,True,,vulture,conda-forge/vulture,,56.0,,7547753.0,7379.0,6716.0,https://pypi.org/project/vulture,7545080.0,https://anaconda.org/conda-forge/vulture,2026-03-26 01:59:07.768,184485.0,1.0,2026-03-25 14:41:26.000,663.0,,,,,,,,,,,,,,,,,,
81,pudb,inducer/pudb,debugging,Full-screen console debugger for Python.,,https://github.com/inducer/pudb,https://github.com/inducer/pudb,,2011-05-13 23:44:30.000,2026-03-31 02:59:04.000000,2026-03-31 02:59:02,1336.0,11.0,234.0,47.0,337.0,205.0,3225.0,2025-12-06 20:18:35.000,2025.1.5,19.0,100.0,33,False,,pudb,conda-forge/pudb,,144.0,45.0,1823651.0,8420.0,8420.0,https://pypi.org/project/pudb,1815105.0,https://anaconda.org/conda-forge/pudb,2025-12-07 00:08:08.048,478566.0,1.0,,,,,,,,,,,,,,,,,,,,
