,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,open_issue_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,pypi_latest_release_published_at,pypi_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_monthly_downloads,cargo_total_downloads,trending,conda_forge
72,safety,pyupio/safety,security,Safety checks Python dependencies for known security vulnerabilities and suggests the proper remediations for..,,https://github.com/pyupio/safety,https://github.com/pyupio/safety,,2016-10-19 13:22:56.000,2026-03-23 20:38:29.000000,2026-03-23 20:38:28,873.0,16.0,172.0,31.0,565.0,226.0,1976.0,2025-11-06 20:09:46.000,3.7.0,69.0,55.0,34,False,,37.0,safety,conda-forge/safety,,1462647.0,5336845.0,19770.0,19770.0,https://pypi.org/project/safety,5314192.0,https://anaconda.org/conda-forge/safety,2025-11-07 13:05:02.116,167495.0,2.0,,,,,,,,,,,,,,,,,,
73,pyflakes,PyCQA/pyflakes,linters,A simple program which checks Python source files for errors.,,https://github.com/PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000,2025-06-21 07:47:51.807000,2025-06-20 18:44:19,579.0,,180.0,26.0,316.0,489.0,1446.0,,,21.0,88.0,34,True,,44.0,pyflakes,conda-forge/pyflakes,,,63848085.0,332531.0,332531.0,https://pypi.org/project/pyflakes,63679618.0,https://anaconda.org/conda-forge/pyflakes,2025-06-21 07:47:51.807,10276540.0,2.0,,,,,,,,,,,,,,,,,,
74,Griffe,mkdocstrings/griffe,documentation,"Signatures for entire Python programs. Extract the structure, the frame, the skeleton of your project, to generate API..",,https://github.com/mkdocstrings/griffe,https://github.com/mkdocstrings/griffe,ISC,2021-09-09 21:49:44.000,2026-03-30 19:48:10.000000,2026-03-30 19:48:01,1328.0,28.0,64.0,6.0,112.0,273.0,646.0,2026-03-27 11:34:47.000,2.0.2,152.0,46.0,34,True,,32.0,griffe,conda-forge/griffe,,,28676800.0,17085.0,16582.0,https://pypi.org/project/griffe,28658807.0,https://anaconda.org/conda-forge/griffe,2026-03-27 14:25:14.675,881694.0,2.0,2026-03-27 11:34:47.000,503.0,,,,,,,,,,,,,,,,
75,sphinx-autodoc-typehints,tox-dev/sphinx-autodoc-typehints,documentation,Type hints support for the Sphinx autodoc extension.,,https://github.com/tox-dev/sphinx-autodoc-typehints,https://github.com/tox-dev/sphinx-autodoc-typehints,MIT,2015-09-21 20:41:41.000,2026-04-27 17:15:35.000000,2026-04-27 17:15:33,554.0,71.0,110.0,9.0,451.0,237.0,586.0,2026-04-15 22:09:47.000,3.10.2,119.0,67.0,34,True,,1.0,sphinx-autodoc-typehints,conda-forge/sphinx-autodoc-typehints,['sphinx'],,10265433.0,67251.0,60433.0,https://pypi.org/project/sphinx-autodoc-typehints,10250441.0,https://anaconda.org/conda-forge/sphinx-autodoc-typehints,2026-04-16 10:01:51.399,1049478.0,2.0,2026-04-15 22:09:47.000,6818.0,,,,,,,,,,,,,,,,
76,coveralls-python,TheKevJames/coveralls-python,testing,Show coverage stats online via coveralls.io.,,https://github.com/TheKevJames/coveralls-python,https://github.com/TheKevJames/coveralls-python,MIT,2013-02-06 20:48:39.000,2026-04-27 20:52:05.000000,2026-04-26 16:32:20,781.0,49.0,186.0,6.0,522.0,173.0,570.0,2026-02-28 15:17:43.000,4.1.0,48.0,67.0,34,True,,8.0,coveralls,conda-forge/coveralls,['pytest'],,1673606.0,39434.0,36882.0,https://pypi.org/project/coveralls,1651491.0,https://anaconda.org/conda-forge/coveralls,2026-02-28 18:09:14.813,1525936.0,2.0,2026-02-28 15:16:46.000,2552.0,,,,,,,,,,,,,,,,
77,pyre-check,facebook/pyre-check,type-checkers,Performant type-checking for python.,,https://github.com/facebook/pyre-check,https://github.com/facebook/pyre-check,MIT,2017-11-10 17:31:36.000,2026-04-30 09:43:18.000000,2026-04-30 09:38:33,20908.0,171.0,449.0,113.0,565.0,311.0,7154.0,2024-10-29 21:22:27.000,0.9.23,81.0,305.0,33,True,,159.0,pyre-check,,,,180059.0,108.0,21.0,https://pypi.org/project/pyre-check,180059.0,,,,3.0,2025-07-07 15:59:16.000,87.0,,,,,,,,,,,,,,,,
78,pytype,google/pytype,type-checkers,A static type analyzer for Python code.,,https://github.com/google/pytype,https://github.com/google/pytype,Apache-2.0,2015-03-18 20:52:08.000,2026-03-16 14:08:32.000000,2026-01-23 16:17:37,6969.0,,288.0,52.0,1202.0,745.0,5034.0,2024-10-11 08:28:27.000,2024.10.11,204.0,112.0,33,True,,204.0,pytype,conda-forge/pytype,,,977496.0,4543.0,4312.0,https://pypi.org/project/pytype,968570.0,https://anaconda.org/conda-forge/pytype,2025-04-22 14:57:26.233,624847.0,3.0,2024-10-11 08:28:27.000,231.0,,,,,,,,,,,,,,,,
79,mimesis,lk-geimfari/mimesis,testing,Mimesis is a fast Python library for generating fake data in multiple languages.,,https://github.com/lk-geimfari/mimesis,https://github.com/lk-geimfari/mimesis,MIT,2016-09-09 21:41:22.000,2026-04-08 10:03:40.000000,2026-01-18 21:51:11,2710.0,,353.0,55.0,1294.0,354.0,4804.0,2026-01-11 09:14:35.000,19.1.0,64.0,125.0,33,True,,11.0,mimesis,conda-forge/mimesis,,870.0,1803392.0,2289.0,2289.0,https://pypi.org/project/mimesis,1797887.0,https://anaconda.org/conda-forge/mimesis,2026-01-11 13:15:04.094,379400.0,2.0,,,,,,,,,,,,,,,,,,
80,pudb,inducer/pudb,debugging,Full-screen console debugger for Python.,,https://github.com/inducer/pudb,https://github.com/inducer/pudb,,2011-05-13 23:44:30.000,2026-04-19 19:14:33.000000,2026-04-19 19:14:32,1342.0,14.0,239.0,47.0,339.0,205.0,3239.0,2025-12-06 20:18:35.000,2025.1.5,19.0,100.0,33,False,,144.0,pudb,conda-forge/pudb,,88.0,1247897.0,8445.0,8445.0,https://pypi.org/project/pudb,1238994.0,https://anaconda.org/conda-forge/pudb,2025-12-07 00:08:08.048,498559.0,1.0,,,,,,,,,,,,,,,,,,
81,flit,pypa/flit,build-tools,Simplified packaging of Python modules.,,https://github.com/pypa/flit,https://github.com/pypa/flit,BSD-3-Clause,2015-03-13 21:22:27.000,2026-04-29 09:53:54.000000,2026-04-29 08:14:24,1394.0,19.0,156.0,35.0,358.0,314.0,2245.0,,,25.0,83.0,33,True,,113.0,flit,conda-forge/flit,,,14021377.0,2759.0,2759.0,https://pypi.org/project/flit,14015599.0,https://anaconda.org/conda-forge/flit,2025-04-22 14:56:31.709,387169.0,3.0,,,,,,,,,,,,,,,,,,
82,rope,python-rope/rope,refactoring,a python refactoring library.,,https://github.com/python-rope/rope,https://github.com/python-rope/rope,LGPL-3.0,2013-11-30 15:30:20.000,2026-01-04 14:49:29.000000,2026-01-04 14:49:29,3393.0,,182.0,25.0,397.0,262.0,2204.0,2025-07-12 17:46:05.000,1.14.0,95.0,85.0,33,True,,121.0,rope,conda-forge/rope,,45.0,1316203.0,79409.0,79085.0,https://pypi.org/project/rope,1279138.0,https://anaconda.org/conda-forge/rope,2025-07-13 00:41:35.626,2446273.0,2.0,2025-07-12 17:46:05.000,324.0,,,,,,,,,,,,,,,,
83,python-json-logger,madzak/python-json-logger,logging,Json Formatter for the standard python logger.,,https://github.com/madzak/python-json-logger,https://github.com/madzak/python-json-logger,BSD-2-Clause,2011-12-27 05:12:26.000,2026-04-27 19:40:13.757000,2024-12-12 19:59:04,263.0,,233.0,25.0,92.0,91.0,1764.0,2026-03-29 04:39:55.000,4.1.0,38.0,64.0,33,False,,30.0,python-json-logger,conda-forge/python-json-logger,,,108180498.0,1404.0,,https://pypi.org/project/python-json-logger,107956011.0,https://anaconda.org/conda-forge/python-json-logger,2026-04-27 19:40:13.757,14816182.0,2.0,2026-03-29 04:39:55.000,1404.0,,,,,,,,,,,,,,,,
84,typeguard,agronholm/typeguard,type-checkers,Run-time type checker for Python.,,https://github.com/agronholm/typeguard,https://github.com/agronholm/typeguard,,2015-12-27 23:15:37.000,2026-04-27 15:47:00.113000,2026-04-01 08:36:53,689.0,16.0,120.0,16.0,160.0,343.0,1755.0,2026-02-19 16:09:11.000,4.5.1,76.0,44.0,33,False,,28.0,typeguard,conda-forge/typeguard,,,63315394.0,48388.0,44757.0,https://pypi.org/project/typeguard,63291273.0,https://anaconda.org/conda-forge/typeguard,2026-04-27 15:47:00.113,1688505.0,3.0,2026-02-19 16:09:01.000,3631.0,,,,,,,,,,,,,,,,
85,nox,theacodes/nox,testing,Flexible test automation for Python.,,https://github.com/wntrblm/nox,https://github.com/wntrblm/nox,Apache-2.0,2016-02-24 04:02:58.000,2026-04-30 10:53:15.000000,2026-04-27 04:51:45,761.0,25.0,176.0,18.0,645.0,374.0,1516.0,2026-04-10 17:41:55.000,2026.04.10,35.0,116.0,33,True,wntrblm/nox,69.0,nox,conda-forge/nox,['pytest'],,5958016.0,7801.0,7801.0,https://pypi.org/project/nox,5949755.0,https://anaconda.org/conda-forge/nox,2026-04-10 19:49:52.482,578320.0,2.0,,,,,,,,,,,,,,,,,,
86,logbook,getlogbook/logbook,logging,A cool logging replacement for Python.,,https://github.com/getlogbook/logbook,https://github.com/getlogbook/logbook,,2010-07-22 10:13:12.000,2026-04-28 12:22:44.000000,2026-03-29 18:21:00,1658.0,41.0,162.0,33.0,386.0,144.0,1499.0,2025-11-28 23:52:53.000,1.9.2,12.0,82.0,33,False,,42.0,logbook,conda-forge/logbook,,598.0,6199205.0,7456.0,7456.0,https://pypi.org/project/logbook,6193167.0,https://anaconda.org/conda-forge/logbook,2025-11-27 22:48:43.454,422429.0,2.0,,,,,,,,,,,,,,,,,,
87,pytest-bdd,pytest-dev/pytest-bdd,testing,BDD library for the pytest runner.,,https://github.com/pytest-dev/pytest-bdd,https://github.com/pytest-dev/pytest-bdd,MIT,2013-03-29 07:27:43.000,2026-04-27 21:36:46.000000,2026-04-06 22:47:23,1481.0,4.0,238.0,59.0,427.0,296.0,1445.0,2024-12-05 21:45:56.000,8.1.0,106.0,67.0,33,True,,87.0,pytest-bdd,conda-forge/pytest-bdd,['pytest'],,2736739.0,4868.0,4762.0,https://pypi.org/project/pytest-bdd,2734577.0,https://anaconda.org/conda-forge/pytest-bdd,2025-04-22 14:57:05.450,75693.0,2.0,2024-12-05 21:45:56.000,106.0,,,,,,,,,,,,,,,,
88,flake8-bugbear,PyCQA/flake8-bugbear,linters,A plugin for Flake8 finding likely bugs and design problems in your program. Contains warnings that dont belong in..,,https://github.com/PyCQA/flake8-bugbear,https://github.com/PyCQA/flake8-bugbear,MIT,2016-03-15 20:54:43.000,2026-04-28 00:28:47.000000,2026-04-28 00:28:45,444.0,6.0,112.0,6.0,306.0,184.0,1115.0,2025-11-29 20:51:38.000,25.11.29,55.0,90.0,33,True,,62.0,flake8-bugbear,conda-forge/flake8-bugbear,['flake8'],,4347325.0,42396.0,42396.0,https://pypi.org/project/flake8-bugbear,4333419.0,https://anaconda.org/conda-forge/flake8-bugbear,2025-12-02 02:02:52.947,903954.0,2.0,,,,,,,,,,,,,,,,,,
89,alabaster,bitprophet/alabaster,documentation,"Lightweight, configurable Sphinx theme.",,https://github.com/sphinx-doc/alabaster,https://github.com/sphinx-doc/alabaster,BSD-3-Clause,2013-12-07 00:03:15.000,2025-04-22 14:56:25.041000,2024-07-26 17:57:57,434.0,,188.0,33.0,98.0,70.0,772.0,2024-07-26 18:15:02.000,1.0.0,30.0,42.0,33,False,sphinx-doc/alabaster,61.0,alabaster,conda-forge/alabaster,['sphinx'],,27612943.0,162930.0,162303.0,https://pypi.org/project/alabaster,27324778.0,https://anaconda.org/conda-forge/alabaster,2025-04-22 14:56:25.041,11238440.0,2.0,2024-07-26 18:15:02.000,627.0,,,,,,,,,,,,,,,,
90,playwright-python,microsoft/playwright-python,testing,Python version of the Playwright testing and automation library.,,https://github.com/microsoft/playwright-python,https://github.com/microsoft/playwright-python,Apache-2.0,2020-07-01 15:28:13.000,2026-04-30 16:27:34.000000,2026-04-30 16:27:34,1013.0,7.0,1135.0,149.0,1182.0,1507.0,14572.0,2026-04-29 07:37:58.000,1.59.0,100.0,51.0,32,True,,7.0,playwright,,,,,54002.0,54002.0,https://pypi.org/project/playwright,,,,,2.0,,,,,,,,,,,,,,,,,-7.0,
91,pdoc,mitmproxy/pdoc,documentation,API Documentation for Python Projects.,,https://github.com/mitmproxy/pdoc,https://github.com/mitmproxy/pdoc,MIT-0,2013-08-04 21:12:50.000,2026-04-14 02:31:15.000000,2026-04-13 17:11:02,1119.0,6.0,216.0,33.0,409.0,417.0,2499.0,2025-10-27 16:02:15.000,16.0.0,114.0,79.0,32,False,,50.0,pdoc,,,,1763089.0,5211.0,4494.0,https://pypi.org/project/pdoc,1763089.0,,,,2.0,2025-10-27 16:02:15.000,717.0,,,,,,,,,,,,,,,,
92,pyelftools,eliben/pyelftools,debugging,Parsing ELF and DWARF in Python.,,https://github.com/eliben/pyelftools,https://github.com/eliben/pyelftools,Unlicense,2013-06-08 22:55:54.000,2026-04-30 12:44:56.000000,2026-04-30 12:44:56,745.0,9.0,537.0,65.0,360.0,219.0,2233.0,,,13.0,111.0,32,True,,77.0,pyelftools,conda-forge/pyelftools,,,13172708.0,12211.0,11942.0,https://pypi.org/project/pyelftools,13151290.0,https://anaconda.org/conda-forge/pyelftools,2025-04-22 14:56:21.172,1413651.0,1.0,2025-02-19 14:19:59.000,269.0,,,,,,,,,,,,,,,,
93,pytest-benchmark,ionelmc/pytest-benchmark,testing,pytest fixture for benchmarking code.,,https://github.com/ionelmc/pytest-benchmark,https://github.com/ionelmc/pytest-benchmark,BSD-2-Clause,2014-10-10 10:55:33.000,2026-03-26 12:10:25.000000,2026-03-26 12:10:24,1116.0,24.0,132.0,18.0,100.0,97.0,1429.0,2025-11-09 18:48:39.000,5.2.3,50.0,54.0,32,True,,119.0,pytest-benchmark,conda-forge/pytest-benchmark,['pytest'],,13036397.0,1871.0,,https://pypi.org/project/pytest-benchmark,12987127.0,https://anaconda.org/conda-forge/pytest-benchmark,2025-11-09 19:28:27.412,2956233.0,2.0,2025-11-09 18:48:39.000,1871.0,,,,,,,,,,,,,,,,
94,pydocstyle,PyCQA/pydocstyle,linters,docstring style checker.,,https://github.com/PyCQA/pydocstyle,https://github.com/PyCQA/pydocstyle,MIT,2012-01-31 17:18:23.000,2025-04-22 14:56:24.767000,2023-11-03 22:28:45,746.0,,184.0,16.0,318.0,225.0,1119.0,2023-01-17 20:28:28.000,6.3.0,17.0,92.0,32,False,,113.0,pydocstyle,conda-forge/pydocstyle,,103.0,5079622.0,74172.0,74172.0,https://pypi.org/project/pydocstyle,5027786.0,https://anaconda.org/conda-forge/pydocstyle,2025-04-22 14:56:24.767,3524876.0,2.0,,,,,,,,,,,,,,,,,,
95,parso,davidhalter/parso,linters,A Python Parser.,,https://github.com/davidhalter/parso,https://github.com/davidhalter/parso,,2017-05-08 20:14:30.000,2026-04-03 20:09:17.000000,2026-04-03 20:09:17,1149.0,18.0,116.0,17.0,117.0,109.0,673.0,,,24.0,52.0,32,False,,11.0,parso,conda-forge/parso,,,137022320.0,598512.0,598512.0,https://pypi.org/project/parso,136504954.0,https://anaconda.org/conda-forge/parso,2026-02-09 22:32:16.888,35698301.0,2.0,,,,,,,,,,,,,,,,,,
96,PySnooper,cool-RR/PySnooper,debugging,Never use print for debugging again.,,https://github.com/cool-RR/PySnooper,https://github.com/cool-RR/PySnooper,MIT,2019-04-18 13:55:43.000,2026-03-08 10:52:31.000000,2026-03-08 10:51:15,329.0,2.0,953.0,229.0,124.0,110.0,16596.0,2024-01-05 13:51:59.000,1.2.0,25.0,29.0,31,True,,29.0,pysnooper,conda-forge/pysnooper,,,494254.0,2118.0,2118.0,https://pypi.org/project/pysnooper,492048.0,https://anaconda.org/conda-forge/pysnooper,2025-04-22 14:57:05.002,147838.0,2.0,,,,,,,,,,,,,,,,,,
97,icecream,gruns/icecream,debugging,Never use print() to debug again.,,https://github.com/gruns/icecream,https://github.com/gruns/icecream,MIT,2018-02-13 18:56:12.000,2026-04-04 14:02:00.745000,2026-04-03 17:54:26,408.0,8.0,219.0,47.0,78.0,105.0,10043.0,2026-04-03 17:43:46.000,2.2.0,26.0,37.0,31,True,,62.0,icecream,conda-forge/icecream,,,1705200.0,619.0,21.0,https://pypi.org/project/icecream,1703489.0,https://anaconda.org/conda-forge/icecream,2026-04-04 14:02:00.745,102714.0,2.0,2026-04-03 17:42:50.000,598.0,,,,,,,,,,,,,,,,
98,mamba,mamba-org/mamba,dependency-managers,The Fast Cross-Platform Package Manager.,,https://github.com/mamba-org/mamba,https://github.com/mamba-org/mamba,BSD-3-Clause,2019-03-05 13:05:10.000,2026-04-30 13:25:02.000000,2026-04-30 13:25:02,3321.0,70.0,439.0,45.0,2213.0,1623.0,8000.0,2026-04-29 14:04:33.000,2.6.0,177.0,181.0,31,True,,468.0,,conda-forge/mamba,,,328486.0,,,,,https://anaconda.org/conda-forge/mamba,2026-04-29 13:36:16.365,23322549.0,3.0,,,,,,,,,,,,,,,,,,
99,pipreqs,bndr/pipreqs,dependency-managers,pipreqs - Generate pip requirements.txt file based on imports of any project. Looking for maintainers to move this..,,https://github.com/bndr/pipreqs,https://github.com/bndr/pipreqs,Apache-2.0,2015-04-22 16:38:14.000,2026-03-30 18:46:52.000000,2026-03-01 16:20:57,420.0,2.0,416.0,56.0,225.0,114.0,7451.0,2024-02-18 18:23:06.000,0.5.0,43.0,76.0,31,True,,216.0,pipreqs,conda-forge/pipreqs,,,746891.0,40775.0,40452.0,https://pypi.org/project/pipreqs,746031.0,https://anaconda.org/conda-forge/pipreqs,2025-04-22 14:56:27.577,98911.0,3.0,2024-02-18 17:49:34.000,323.0,,,,,,,,,,,,,,,,
100,pex,pantsbuild/pex,packaging,"A tool for generating .pex (Python EXecutable) files, lock files and venvs.",,https://github.com/pex-tool/pex,https://github.com/pex-tool/pex,Apache-2.0,2014-07-21 17:06:12.000,2026-04-30 00:44:47.000000,2026-04-30 00:43:49,1999.0,38.0,307.0,52.0,1695.0,1178.0,4208.0,2026-04-30 01:48:36.000,2.93.2,100.0,127.0,31,True,pex-tool/pex,53.0,pex,,,471148.0,5184725.0,,,https://pypi.org/project/pex,5125832.0,,,,2.0,,,,,,,,,,,,,,,,,,
101,ipdb,gotcha/ipdb,debugging,Integration of IPython pdb.,,https://github.com/gotcha/ipdb,https://github.com/gotcha/ipdb,BSD-3-Clause,2011-01-15 17:51:47.000,2026-02-27 03:31:35.000000,2026-02-27 02:33:10,383.0,2.0,147.0,27.0,88.0,131.0,1975.0,2023-03-09 15:41:00.602,0.13.13,46.0,60.0,31,True,,75.0,ipdb,conda-forge/ipdb,,,15045562.0,69495.0,68377.0,https://pypi.org/project/ipdb,15033809.0,https://anaconda.org/conda-forge/ipdb,2025-04-22 14:56:25.687,822756.0,2.0,2023-03-09 15:41:00.602,1118.0,,,,,,,,,,,,,,,,
102,progressbar2,WoLpH/python-progressbar,logging,Progressbar 2 - A progress bar for Python 2 and Python 3 - pip install progressbar2.,,https://github.com/wolph/python-progressbar,https://github.com/wolph/python-progressbar,BSD-3-Clause,2012-02-20 06:19:21.000,2026-04-18 02:42:57.000000,2026-04-18 02:42:53,1159.0,17.0,101.0,19.0,79.0,223.0,879.0,2024-08-28 22:50:15.000,4.5.0,111.0,49.0,31,True,,7.0,progressbar2,conda-forge/progressbar2,,3340.0,23086807.0,934.0,,https://pypi.org/project/progressbar2,23022074.0,https://anaconda.org/conda-forge/progressbar2,2025-04-22 14:56:28.563,4529134.0,3.0,2024-08-28 22:50:10.000,934.0,,,,,,,,,,,,,,,,
103,Scalene,plasma-umass/scalene,profiling,"Scalene: a high-performance, high-precision CPU, GPU, and memory profiler for Python with AI-powered optimization..",,https://github.com/plasma-umass/scalene,https://github.com/plasma-umass/scalene,Apache-2.0,2019-12-17 20:56:28.000,2026-04-29 13:07:13.000000,2026-04-29 13:07:13,3594.0,84.0,421.0,84.0,446.0,371.0,13397.0,2026-03-22 15:30:23.000,2.2.1,89.0,57.0,30,True,,150.0,scalene,,,,,1001.0,1001.0,https://pypi.org/project/scalene,,,,,2.0,,,,,,,,,,,,,,,,,,
104,alive-progress,rsalmei/alive-progress,logging,"A new kind of Progress Bar, with real-time throughput, ETA, and very cool animations!.",,https://github.com/rsalmei/alive-progress,https://github.com/rsalmei/alive-progress,MIT,2019-08-05 05:54:30.000,2026-03-08 05:23:32.352000,2025-10-10 00:39:31,726.0,,232.0,52.0,60.0,232.0,6265.0,,,22.0,11.0,30,True,,15.0,alive-progress,conda-forge/alive-progress,,,3153103.0,5026.0,5026.0,https://pypi.org/project/alive-progress,3149176.0,https://anaconda.org/conda-forge/alive-progress,2026-03-08 05:23:32.352,270979.0,3.0,,,,,,,,,,,,,,,,,,
105,factory_boy,FactoryBoy/factory_boy,testing,A test fixtures replacement for Python.,,https://github.com/FactoryBoy/factory_boy,https://github.com/FactoryBoy/factory_boy,MIT,2011-05-11 08:26:59.000,2026-01-01 19:04:12.000000,2025-12-14 14:33:55,1040.0,,406.0,36.0,544.0,446.0,3789.0,2025-02-03 09:49:01.000,3.3.3,46.0,134.0,30,True,,190.0,factory_boy,conda-forge/factory_boy,,,22937757.0,647.0,,https://pypi.org/project/factory_boy,22932967.0,https://anaconda.org/conda-forge/factory_boy,2025-04-25 02:28:32.370,320931.0,2.0,2025-02-03 09:49:01.000,647.0,,,,,,,,,,,,,,,,
106,pytest-testinfra,pytest-dev/pytest-testinfra,testing,Testinfra test your infrastructures.,,https://github.com/pytest-dev/pytest-testinfra,https://github.com/pytest-dev/pytest-testinfra,Apache-2.0,2015-03-15 20:49:52.000,2025-11-20 20:05:07.000000,2025-08-12 07:20:32,817.0,,362.0,66.0,455.0,233.0,2463.0,2025-03-30 09:04:11.000,10.2.2,19.0,143.0,30,True,,145.0,pytest-testinfra,conda-forge/pytest-testinfra,['pytest'],,1387172.0,2659.0,2639.0,https://pypi.org/project/pytest-testinfra,1386560.0,https://anaconda.org/conda-forge/pytest-testinfra,2025-04-22 14:57:44.936,38614.0,2.0,2025-03-30 09:06:00.000,20.0,,,,,,,,,,,,,,,,
107,radon,rubik/radon,code-metrics,Various code metrics for Python code.,,https://github.com/rubik/radon,https://github.com/rubik/radon,MIT,2012-09-20 18:58:58.000,2025-04-22 14:56:42.827000,2024-10-20 09:52:52,549.0,,135.0,35.0,102.0,147.0,1976.0,2023-03-26 06:25:00.948,6.0.1,56.0,60.0,30,False,,41.0,radon,conda-forge/radon,,,3454970.0,7942.0,7725.0,https://pypi.org/project/radon,3453202.0,https://anaconda.org/conda-forge/radon,2025-04-22 14:56:42.827,120271.0,2.0,2023-03-26 06:25:00.948,217.0,,,,,,,,,,,,,,,,
108,Yappi,sumerc/yappi,profiling,"Yet Another Python Profiler, but this time multithreading, asyncio and gevent aware.",,https://github.com/sumerc/yappi,https://github.com/sumerc/yappi,MIT,2009-10-07 20:46:30.000,2026-03-18 02:24:56.258000,2026-03-17 22:32:55,845.0,30.0,79.0,12.0,124.0,78.0,1713.0,2026-03-17 22:30:39.000,1.7.6,30.0,35.0,30,True,,19.0,yappi,conda-forge/yappi,,,2827831.0,1776.0,1687.0,https://pypi.org/project/yappi,2822042.0,https://anaconda.org/conda-forge/yappi,2026-03-18 02:24:56.258,382075.0,2.0,2026-03-17 22:30:39.000,89.0,,,,,,,,,,,,,,,,
109,pytest-sugar,Teemu/pytest-sugar,testing,"a plugin for py.test that changes the default look and feel of py.test (e.g. progressbar, show tests that fail..",,https://github.com/Teemu/pytest-sugar,https://github.com/Teemu/pytest-sugar,BSD-3-Clause,2013-06-25 21:09:27.000,2025-12-12 14:52:24.000000,2025-12-12 14:51:48,466.0,,82.0,14.0,173.0,95.0,1524.0,2025-08-23 12:19:34.000,1.1.1,32.0,58.0,30,True,,32.0,pytest-sugar,conda-forge/pytest-sugar,['pytest'],55.0,6298334.0,31817.0,30316.0,https://pypi.org/project/pytest-sugar,6290733.0,https://anaconda.org/conda-forge/pytest-sugar,2025-08-24 22:40:41.102,509201.0,2.0,2025-08-23 12:19:34.000,1501.0,,,,,,,,,,,,,,,,
110,nose,nose-devs/nose,testing,nose is nicer testing for python.,,https://github.com/nose-devs/nose,https://github.com/nose-devs/nose,,2011-12-13 19:36:32.000,2025-04-22 14:56:22.777000,2016-03-04 01:16:26,1004.0,,377.0,44.0,264.0,467.0,1360.0,,,1.0,95.0,30,False,,402.0,nose,conda-forge/nose,,,10364533.0,170905.0,170905.0,https://pypi.org/project/nose,10331866.0,https://anaconda.org/conda-forge/nose,2025-04-22 14:56:22.777,3887483.0,2.0,,,,,,,,,,,,,,,,,,
111,colorlog,borntyping/python-colorlog,logging,A colored formatter for the python logging module.,,https://github.com/borntyping/python-colorlog,https://github.com/borntyping/python-colorlog,MIT,2012-09-05 17:57:21.000,2025-10-16 20:08:47.821000,2025-10-16 16:13:12,250.0,,95.0,11.0,50.0,79.0,961.0,2025-10-16 16:14:21.000,6.10.1,70.0,35.0,30,True,,,colorlog,conda-forge/colorlog,,,58782339.0,67696.0,64954.0,https://pypi.org/project/colorlog,58685058.0,https://anaconda.org/conda-forge/colorlog,2025-10-16 20:08:47.821,6712429.0,3.0,2025-10-16 16:14:10.000,2742.0,,,,,,,,,,,,,,,,
112,nose2,nose-devs/nose2,testing,"The successor to nose, based on unittest2.",,https://github.com/nose-devs/nose2,https://github.com/nose-devs/nose2,,2011-12-14 15:33:15.000,2026-04-27 16:59:47.000000,2026-04-06 19:44:27,1274.0,52.0,134.0,19.0,389.0,228.0,825.0,,,5.0,84.0,30,False,,47.0,nose2,conda-forge/nose2,,,659077.0,27074.0,27074.0,https://pypi.org/project/nose2,656685.0,https://anaconda.org/conda-forge/nose2,2025-04-22 14:56:50.674,227250.0,2.0,,,,,,,,,,,,,,,,,,
113,breathe,michaeljones/breathe,documentation,ReStructuredText and Sphinx bridge to Doxygen.,,https://github.com/breathe-doc/breathe,https://github.com/breathe-doc/breathe,BSD-3-Clause,2009-02-03 18:52:25.000,2026-01-01 08:13:42.000000,2025-12-01 11:01:39,1999.0,,209.0,14.0,409.0,427.0,815.0,2025-07-08 19:34:47.000,5.0.0a2,68.0,121.0,30,True,breathe-doc/breathe,193.0,breathe,conda-forge/breathe,,816.0,1694044.0,19874.0,19743.0,https://pypi.org/project/breathe,1678358.0,https://anaconda.org/conda-forge/breathe,2025-04-22 14:56:28.512,1097139.0,2.0,2025-07-08 20:28:19.000,131.0,,,,,,,,,,,,,,,,
114,mypy-protobuf,dropbox/mypy-protobuf,linters,open source tools to generate mypy stubs from protobufs.,,https://github.com/nipunn1313/mypy-protobuf,https://github.com/nipunn1313/mypy-protobuf,Apache-2.0,2017-12-11 21:55:05.000,2026-04-28 18:06:47.910000,2026-04-28 00:06:21,533.0,3.0,80.0,17.0,578.0,125.0,704.0,2026-04-28 15:56:39.000,5.1.0,46.0,40.0,30,True,nipunn1313/mypy-protobuf,22.0,mypy-protobuf,conda-forge/mypy-protobuf,,,19489665.0,4838.0,4536.0,https://pypi.org/project/mypy-protobuf,19486879.0,https://anaconda.org/conda-forge/mypy-protobuf,2026-04-28 18:06:47.910,181145.0,2.0,2026-04-28 15:56:39.000,302.0,,,,,,,,,,,,,,,,
