,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,open_issue_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,pypi_latest_release_published_at,pypi_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_monthly_downloads,cargo_total_downloads,trending,conda_forge
30,pytest-asyncio,pytest-dev/pytest-asyncio,testing,Asyncio support for pytest.,,https://github.com/pytest-dev/pytest-asyncio,https://github.com/pytest-dev/pytest-asyncio,Apache-2.0,2015-04-11 00:18:05.000,2026-04-25 06:54:10.000000,2026-04-25 06:49:04,1356.0,78.0,177.0,34.0,1020.0,344.0,1636.0,2025-11-10 16:08:54.000,1.3.0,54.0,78.0,40,True,,44.0,pytest-asyncio,conda-forge/pytest-asyncio,['pytest'],1873.0,167181360.0,195615.0,195615.0,https://pypi.org/project/pytest-asyncio,167137079.0,https://anaconda.org/conda-forge/pytest-asyncio,2025-11-10 17:56:23.183,3141431.0,1.0,,,,,,,,,,,,,,,,,,
31,mkdocs-material,squidfunk/mkdocs-material,documentation,Documentation that simply works.,,https://github.com/squidfunk/mkdocs-material,https://github.com/squidfunk/mkdocs-material,MIT,2016-01-28 22:09:23.000,2026-04-23 13:38:16.000000,2026-04-23 13:38:16,6748.0,41.0,4057.0,145.0,3336.0,2669.0,26638.0,2026-03-19 15:41:55.000,9.7.6,441.0,332.0,39,True,,1.0,mkdocs-material,conda-forge/mkdocs-material,['mkdocs'],,13559.0,94410.0,84903.0,https://pypi.org/project/mkdocs-material,,https://anaconda.org/conda-forge/mkdocs-material,2026-03-27 14:03:05.465,962709.0,1.0,2026-03-19 15:41:55.000,9507.0,,,,,,,,,,,,,,,,
32,pyright,Microsoft/pyright,type-checkers,Static Type Checker for Python.,,https://github.com/microsoft/pyright,https://github.com/microsoft/pyright,MIT,2019-03-12 03:38:46.000,2026-04-22 20:37:19.000000,2026-04-22 20:37:19,8462.0,26.0,1783.0,128.0,2402.0,7249.0,15398.0,2026-04-16 00:34:34.305,1.1.409,493.0,144.0,39,True,,260.0,,,,6691.0,4435807.0,1642.0,1584.0,,,,,,2.0,,,,,,,,pyright,https://www.npmjs.com/package/pyright,2026-04-16 00:34:34.305,58.0,4435616.0,,,,,,
33,yapf,google/yapf,formatters,A formatter for Python files.,,https://github.com/google/yapf,https://github.com/google/yapf,Apache-2.0,2015-03-18 18:22:31.000,2026-04-24 16:16:24.000000,2025-02-10 20:44:26,1355.0,,902.0,197.0,425.0,473.0,13976.0,2024-11-14 00:11:39.000,0.43.0,75.0,156.0,39,False,,418.0,yapf,conda-forge/yapf,,,14507328.0,109117.0,107861.0,https://pypi.org/project/yapf,14453426.0,https://anaconda.org/conda-forge/yapf,2025-04-22 14:56:24.153,3234132.0,2.0,2024-11-14 00:11:39.000,1256.0,,,,,,,,,,,,,,,,
34,scons,SCons/scons,build-tools,SCons - a software construction tool.,,https://github.com/SCons/scons,https://github.com/SCons/scons,MIT,2017-09-24 19:23:46.000,2026-04-12 21:16:25.000000,2026-04-12 21:16:25,9941.0,75.0,341.0,58.0,1329.0,2815.0,2373.0,2025-11-16 22:46:54.000,4.10.1,42.0,171.0,39,True,,655.0,scons,conda-forge/scons,,2054.0,949204.0,4285.0,4227.0,https://pypi.org/project/scons,929570.0,https://anaconda.org/conda-forge/scons,2025-11-17 08:09:00.894,1333483.0,1.0,2025-11-16 22:43:35.000,58.0,,,,,,,,,,,,,,,,
35,pytest-cov,pytest-dev/pytest-cov,testing,Coverage plugin for pytest.,,https://github.com/pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2026-04-24 21:33:08.000000,2026-04-24 21:33:08,1076.0,22.0,232.0,40.0,287.0,298.0,2035.0,2026-03-21 20:11:14.000,7.1.0,54.0,104.0,39,True,,158.0,pytest-cov,conda-forge/pytest-cov,['pytest'],,181366848.0,77890.0,,https://pypi.org/project/pytest-cov,181115341.0,https://anaconda.org/conda-forge/pytest-cov,2026-03-22 00:27:51.180,17857052.0,2.0,2026-03-21 20:11:14.000,77890.0,,,,,,,,,,,,,,,,
36,packaging,pypa/packaging,packaging,Core utilities for Python packages.,,https://github.com/pypa/packaging,https://github.com/pypa/packaging,,2014-05-15 22:49:43.000,2026-04-28 16:47:52.000000,2026-04-28 16:47:51,982.0,85.0,292.0,26.0,741.0,359.0,725.0,2026-04-24 20:20:36.000,26.2,53.0,140.0,39,False,,99.0,packaging,conda-forge/packaging,,981.0,1674843504.0,1868238.0,1849106.0,https://pypi.org/project/packaging,1673492281.0,https://anaconda.org/conda-forge/packaging,2026-04-25 07:54:06.589,95936023.0,2.0,2026-04-24 20:15:22.000,19132.0,,,,,,,,,,,,,,,,
37,wheel,pypa/wheel,build-tools,The official binary distribution format for Python.,,https://github.com/pypa/wheel,https://github.com/pypa/wheel,MIT,2017-07-25 20:24:25.000,2026-04-22 17:23:18.659000,2026-04-22 15:50:19,1006.0,12.0,180.0,28.0,266.0,409.0,557.0,2026-04-22 15:51:31.000,0.47.0,86.0,89.0,39,True,,11.0,wheel,conda-forge/wheel,,,505938162.0,402591.0,386461.0,https://pypi.org/project/wheel,503497327.0,https://anaconda.org/conda-forge/wheel,2026-04-22 17:23:18.659,165976789.0,1.0,2026-04-22 15:51:26.000,16130.0,,,,,,,,,,,,,,,,
38,Glances,nicolargo/glances,profiling,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",,https://github.com/nicolargo/glances,https://github.com/nicolargo/glances,,2011-12-04 08:49:15.000,2026-04-30 05:24:13.000000,2026-04-27 07:41:13,7084.0,297.0,1709.0,499.0,1073.0,2088.0,32416.0,2026-04-19 08:39:01.000,4.5.4,59.0,240.0,38,False,,87.0,glances,conda-forge/glances,,1773.0,114121.0,1228.0,1228.0,https://pypi.org/project/glances,103437.0,https://anaconda.org/conda-forge/glances,2026-04-19 10:16:43.213,672330.0,1.0,,,,,,,,,,,,,,,,,,
39,loguru,Delgan/loguru,logging,Python logging made (stupidly) simple.,,https://github.com/Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000,2026-04-06 15:52:02.000000,2026-04-06 15:35:47,1025.0,30.0,784.0,138.0,307.0,918.0,23843.0,2024-12-06 11:25:42.000,0.7.3,22.0,74.0,38,True,,237.0,loguru,conda-forge/loguru,,,75601579.0,151763.0,151763.0,https://pypi.org/project/loguru,75541706.0,https://anaconda.org/conda-forge/loguru,2026-01-16 11:15:00.482,4250983.0,2.0,,,,,,,,,,,,,,,,,,
40,pipx,pypa/pipx,dependency-managers,Install and Run Python Applications in Isolated Environments.,,https://github.com/pypa/pipx,https://github.com/pypa/pipx,MIT,2018-10-06 18:47:46.000,2026-04-28 13:22:58.000000,2026-04-28 13:22:56,926.0,77.0,553.0,76.0,854.0,781.0,12768.0,2026-03-31 09:49:21.000,1.11.1,71.0,183.0,38,True,,118.0,pipx,conda-forge/pipx,,1044585.0,7624716.0,4876.0,4779.0,https://pypi.org/project/pipx,7607568.0,https://anaconda.org/conda-forge/pipx,2026-03-31 19:15:31.018,212738.0,2.0,2026-03-31 09:49:01.000,97.0,,,,,,,,,,,,,,,,
41,bandit,PyCQA/bandit,security,Bandit is a tool designed to find common security issues in Python code.,,https://github.com/PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000,2026-04-13 23:24:22.000000,2026-04-13 23:24:20,1502.0,14.0,741.0,70.0,624.0,525.0,7984.0,2026-02-25 06:37:44.000,1.9.4,29.0,197.0,38,True,,189.0,bandit,conda-forge/bandit,,920.0,21157472.0,64591.0,64591.0,https://pypi.org/project/bandit,21148027.0,https://anaconda.org/conda-forge/bandit,2026-02-25 10:39:26.216,622729.0,1.0,,,,,,,,,,,,,,,,,,
42,pytest-xdist,pytest-dev/pytest-xdist,testing,pytest plugin for distributed testing and loop-on-failures testing modes.,,https://github.com/pytest-dev/pytest-xdist,https://github.com/pytest-dev/pytest-xdist,MIT,2015-09-01 18:51:45.000,2026-04-28 05:11:51.000000,2026-04-28 05:11:49,1378.0,14.0,261.0,51.0,588.0,410.0,1834.0,2025-07-01 13:31:02.000,3.8.0,53.0,115.0,38,True,,301.0,pytest-xdist,conda-forge/pytest-xdist,['pytest'],462.0,126093292.0,132864.0,132864.0,https://pypi.org/project/pytest-xdist,125917058.0,https://anaconda.org/conda-forge/pytest-xdist,2025-07-02 10:39:49.174,12159157.0,2.0,,,,,,,,,,,,,,,,,,
43,twine,pypa/twine,build-tools,Utilities for interacting with PyPI.,,https://github.com/pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000,2026-04-29 20:59:03.000000,2026-04-29 20:59:03,1376.0,15.0,325.0,38.0,744.0,507.0,1770.0,2025-09-04 15:43:15.000,6.2.0,59.0,134.0,38,True,,56.0,twine,conda-forge/twine,,131.0,28685427.0,159888.0,136965.0,https://pypi.org/project/twine,28660575.0,https://anaconda.org/conda-forge/twine,2025-09-04 19:22:15.675,1739507.0,2.0,2025-09-04 15:43:15.000,22923.0,,,,,,,,,,,,,,,,
44,xonsh,xonsh/xonsh,shell,"Python-powered shell. Full-featured, cross-platform and AI-friendly.",,https://github.com/xonsh/xonsh,https://github.com/xonsh/xonsh,,2015-01-21 22:05:27.000,2026-04-30 03:41:29.000000,2026-04-30 02:54:58,11754.0,621.0,715.0,94.0,3264.0,2716.0,9305.0,2026-04-26 19:28:06.000,0.23.2,100.0,376.0,37,False,,106.0,xonsh,,,14213.0,372524.0,882.0,882.0,https://pypi.org/project/xonsh,372370.0,,,,1.0,,,,,,,,,,,,,,,,,,
45,PDM,pdm-project/pdm,dependency-managers,A modern Python package and dependency manager supporting the latest PEP standards.,,https://github.com/pdm-project/pdm,https://github.com/pdm-project/pdm,MIT,2019-12-27 03:50:57.000,2026-04-30 03:37:12.000000,2026-04-30 03:37:02,3237.0,29.0,469.0,38.0,1361.0,1922.0,8606.0,2026-04-21 03:59:06.000,2.26.8,105.0,245.0,37,True,,50.0,pdm,conda-forge/pdm,,27069.0,10563385.0,600.0,600.0,https://pypi.org/project/pdm,10530452.0,https://anaconda.org/conda-forge/pdm,2026-04-21 22:57:23.536,1772191.0,3.0,,,,,,,,,,,,,,,,,,
46,sphinx_rtd_theme,readthedocs/sphinx_rtd_theme,documentation,Sphinx theme from Read the Docs.,,https://github.com/readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2026-01-23 19:01:45.611000,2026-01-12 16:01:33,1513.0,,1814.0,167.0,768.0,678.0,5048.0,2026-01-12 16:03:28.000,3.1.0,64.0,122.0,37,True,,266.0,sphinx_rtd_theme,conda-forge/sphinx_rtd_theme,['sphinx'],,14176494.0,20329.0,16.0,https://pypi.org/project/sphinx_rtd_theme,14103980.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2026-01-23 19:01:45.611,5076011.0,2.0,2026-01-12 16:03:28.000,20313.0,,,,,,,,,,,,,,,,
47,flake8,PyCQA/flake8,linters,Flake8 is a wrapper around these tools: PyFlakes; pycodestyle; Ned Batchelders McCabe script.,,https://github.com/PyCQA/flake8,https://github.com/PyCQA/flake8,,2014-09-13 17:06:24.000,2026-04-28 22:22:31.000000,2026-04-28 22:22:29,2512.0,6.0,339.0,37.0,398.0,1588.0,3782.0,,,36.0,178.0,37,False,,23.0,flake8,conda-forge/flake8,,,55790903.0,687274.0,687274.0,https://pypi.org/project/flake8,55641485.0,https://anaconda.org/conda-forge/flake8,2025-06-26 20:01:55.726,10608741.0,1.0,,,,,,,,,,,,,,,,,,
48,wemake-python-styleguide,wemake-services/wemake-python-styleguide,linters,The strictest and most opinionated python linter ever!.,,https://github.com/wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,MIT,2018-03-09 21:04:25.000,2026-04-27 16:59:09.000000,2026-04-27 16:59:05,3054.0,40.0,421.0,28.0,2450.0,1165.0,2842.0,2026-04-27 05:52:58.000,1.6.2,68.0,225.0,37,True,,23.0,wemake-python-styleguide,,,,233674.0,17769.0,17655.0,https://pypi.org/project/wemake-python-styleguide,233674.0,,,,1.0,2026-04-27 05:51:42.000,114.0,,,,,,,,,,,,,,,,
49,tabulate,astanin/python-tabulate,logging,"Pretty-print tabular data in Python, a library and a command-line utility. Repository migrated from..",,https://github.com/astanin/python-tabulate,https://github.com/astanin/python-tabulate,MIT,2019-09-02 14:34:19.000,2026-03-11 08:45:56.000000,2026-03-11 08:42:59,865.0,114.0,186.0,18.0,171.0,196.0,2549.0,2026-03-04 18:55:31.000,0.10.0,28.0,108.0,37,True,,67.0,tabulate,conda-forge/tabulate,,,211048741.0,12252.0,,https://pypi.org/project/tabulate,210855951.0,https://anaconda.org/conda-forge/tabulate,2026-03-05 17:47:04.179,11952990.0,2.0,2026-03-04 18:55:31.000,12252.0,,,,,,,,,,,,,,,,
50,pytest-mock,pytest-dev/pytest-mock,testing,Thin-wrapper around the mock package for easier use with pytest.,,https://github.com/pytest-dev/pytest-mock,https://github.com/pytest-dev/pytest-mock,MIT,2014-07-17 00:40:32.000,2026-04-28 05:12:59.000000,2026-04-28 05:12:57,779.0,17.0,156.0,35.0,408.0,154.0,2024.0,2025-09-16 16:40:09.000,3.15.1,66.0,82.0,37,True,,14.0,pytest-mock,conda-forge/pytest-mock,['pytest'],160.0,90702603.0,142498.0,133085.0,https://pypi.org/project/pytest-mock,90630942.0,https://anaconda.org/conda-forge/pytest-mock,2025-09-17 09:28:14.765,5016258.0,2.0,2025-09-16 16:37:25.000,9413.0,,,,,,,,,,,,,,,,
51,py-spy,benfred/py-spy,profiling,Sampling profiler for Python programs.,,https://github.com/benfred/py-spy,https://github.com/benfred/py-spy,MIT,2018-08-01 02:22:15.000,2026-04-27 18:05:01.608000,2026-04-24 21:51:19,562.0,13.0,500.0,110.0,423.0,232.0,15150.0,2026-04-24 22:08:26.000,0.4.2,23.0,55.0,36,True,,185.0,py-spy,conda-forge/py-spy,,54291.0,20651437.666666668,8313.0,8313.0,https://pypi.org/project/py-spy,20593846.0,https://anaconda.org/conda-forge/py-spy,2026-04-27 18:05:01.608,803630.0,2.0,,,,,,,,,,,,,py-spy,https://crates.io/crates/py-spy,45275.666666666664,585578.0,,
52,memray,bloomberg/memray,profiling,Memray is a memory profiler for Python.,,https://github.com/bloomberg/memray,https://github.com/bloomberg/memray,Apache-2.0,2022-04-08 18:04:11.000,2026-04-28 23:22:41.000000,2026-04-28 23:22:40,1453.0,34.0,438.0,60.0,543.0,223.0,15004.0,2026-04-08 18:47:39.000,1.19.3,36.0,65.0,36,True,,50.0,memray,conda-forge/memray,,,16882187.0,2238.0,2087.0,https://pypi.org/project/memray,16868641.0,https://anaconda.org/conda-forge/memray,2026-04-08 21:39:29.068,650215.0,2.0,2026-04-08 18:47:39.000,151.0,,,,,,,,,,,,,,,,
53,buildbot,buildbot/buildbot,build-tools,Python-based continuous integration testing framework; your pull requests are more than welcome!.,,https://github.com/buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000,2026-04-23 18:40:43.000000,2026-03-31 08:52:22,28832.0,1091.0,1569.0,185.0,7125.0,1089.0,5446.0,2025-05-12 20:33:21.000,4.3.0,82.0,903.0,36,True,,691.0,buildbot,conda-forge/buildbot,,105541.0,51298.0,410.0,410.0,https://pypi.org/project/buildbot,47687.0,https://anaconda.org/conda-forge/buildbot,2025-05-13 11:35:44.706,180754.0,2.0,,,,,,,,,,,,,,,,,,
54,invoke,pyinvoke/invoke,build-tools,Pythonic task management & command execution.,,https://github.com/pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000,2026-04-07 16:34:39.989000,2026-04-07 15:39:02,3782.0,36.0,384.0,89.0,277.0,417.0,4743.0,,,29.0,63.0,36,True,,347.0,invoke,conda-forge/invoke,,,75653626.0,33216.0,33216.0,https://pypi.org/project/invoke,75618490.0,https://anaconda.org/conda-forge/invoke,2026-04-07 16:34:39.989,2213591.0,2.0,,,,,,,,,,,,,,,,,,
55,autopep8,hhatto/autopep8,formatters,A tool that automatically formats Python code to conform to the PEP 8 style guide.,,https://github.com/hhatto/autopep8,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000,2026-04-23 12:29:33.000000,2026-04-23 12:29:31,2975.0,8.0,289.0,66.0,274.0,393.0,4666.0,2025-01-14 14:46:15.000,2.3.2,82.0,64.0,36,True,,124.0,autopep8,conda-forge/autopep8,,,9448806.0,232668.0,230981.0,https://pypi.org/project/autopep8,9409614.0,https://anaconda.org/conda-forge/autopep8,2025-04-22 14:56:24.132,2743507.0,3.0,2025-01-14 14:46:15.000,1687.0,,,,,,,,,,,,,,,,
56,beartype,beartype/beartype,linters,Unbearably fast near-real-time pure-Python runtime-static type-checker.,,https://github.com/beartype/beartype,https://github.com/beartype/beartype,MIT,2020-04-03 06:06:22.000,2026-04-30 08:25:43.000000,2026-04-30 08:02:51,1807.0,77.0,74.0,12.0,80.0,372.0,3406.0,2025-12-13 06:50:28.000,0.22.9,64.0,30.0,36,True,,105.0,beartype,conda-forge/beartype,,,72872475.0,11970.0,11071.0,https://pypi.org/project/beartype,72863627.0,https://anaconda.org/conda-forge/beartype,2025-12-14 12:37:53.323,619367.0,2.0,2025-12-13 06:50:28.000,899.0,,,,,,,,,,,,,,,,
57,nodeenv,ekalinin/nodeenv,virtual-envs,Virtual environment for Node.js & integrator with virtualenv.,,https://github.com/ekalinin/nodeenv,https://github.com/ekalinin/nodeenv,BSD-3-Clause,2011-03-29 15:28:56.000,2025-12-27 20:06:33.000000,2025-12-27 20:06:26,744.0,,220.0,30.0,182.0,161.0,1780.0,2025-12-20 14:27:41.000,1.10.0,75.0,108.0,36,True,,65.0,nodeenv,conda-forge/nodeenv,,,156520325.0,139337.0,138928.0,https://pypi.org/project/nodeenv,156403459.0,https://anaconda.org/conda-forge/nodeenv,2025-12-20 20:08:47.195,8180639.0,2.0,2025-12-20 14:08:52.000,409.0,,,,,,,,,,,,,,,,
58,setuptools_scm,pypa/setuptools_scm,build-tools,the blessed package to manage your versions by scm tags.,,https://github.com/pypa/setuptools-scm,https://github.com/pypa/setuptools-scm,,2015-07-01 17:57:56.000,2026-04-25 16:28:16.000000,2026-04-25 16:27:30,2396.0,165.0,236.0,21.0,686.0,643.0,946.0,2026-03-27 20:33:59.000,cs-ersioning-1.1.1,104.0,159.0,36,False,,35.0,setuptools_scm,conda-forge/setuptools_scm,,842.0,146307786.0,35635.0,33103.0,https://pypi.org/project/setuptools_scm,146210248.0,https://anaconda.org/conda-forge/setuptools_scm,2025-10-20 12:59:23.792,6924737.0,2.0,2026-03-27 15:57:03.000,2532.0,,,,,,,,,,,,,,,,
59,pyenv,pyenv/pyenv,virtual-envs,Simple Python version management.,,https://github.com/pyenv/pyenv,https://github.com/pyenv/pyenv,MIT,2012-08-31 06:57:52.000,2026-04-30 07:43:25.000000,2026-04-30 07:43:25,3643.0,48.0,3226.0,388.0,1276.0,1846.0,44693.0,2026-04-29 05:26:35.000,2.6.28,100.0,475.0,35,True,,51.0,pyenv,,,,12401.0,21.0,21.0,https://pypi.org/project/pyenv,12401.0,,,,2.0,,,,,,,,,,,,,,,,,,
60,sqlmap,sqlmapproject/sqlmap,security,Automatic SQL injection and database takeover tool.,,https://github.com/sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,,2012-06-26 09:52:15.000,2026-04-24 18:51:03.000000,2026-04-24 18:50:59,10540.0,48.0,6117.0,1101.0,459.0,5376.0,37179.0,2026-01-01 18:27:27.000,1.10,11.0,152.0,35,False,,42.0,sqlmap,,,,75736.0,21.0,21.0,https://pypi.org/project/sqlmap,75736.0,,,,2.0,,,,,,,,,,,,,,,,,,
61,pyinstrument,joerick/pyinstrument,profiling,Call stack profiler for Python. Shows you why your code is slow!.,,https://github.com/joerick/pyinstrument,https://github.com/joerick/pyinstrument,BSD-3-Clause,2014-03-13 17:53:13.000,2026-04-21 11:15:43.000000,2026-04-21 11:15:34,1221.0,7.0,258.0,49.0,240.0,166.0,7701.0,2026-01-04 18:37:22.000,5.1.2,55.0,76.0,35,True,,27.0,pyinstrument,conda-forge/pyinstrument,,,9851368.0,4527.0,4282.0,https://pypi.org/project/pyinstrument,9834676.0,https://anaconda.org/conda-forge/pyinstrument,2026-01-04 23:17:44.124,1135061.0,2.0,2026-01-04 18:37:22.000,245.0,,,,,,,,,,,,,,,,
62,structlog,hynek/structlog,logging,"Simple, powerful, and fast logging for Python.",,https://github.com/hynek/structlog,https://github.com/hynek/structlog,,2013-08-13 15:55:58.000,2026-04-06 17:45:39.000000,2026-04-06 17:45:37,1863.0,35.0,275.0,32.0,414.0,355.0,4750.0,2025-10-27 08:27:24.000,25.5.0,22.0,137.0,35,False,,36.0,structlog,conda-forge/structlog,,,75925867.0,32536.0,32536.0,https://pypi.org/project/structlog,75908081.0,https://anaconda.org/conda-forge/structlog,2025-10-28 14:11:51.489,1120574.0,2.0,,,,,,,,,,,,,,,,,,
63,prettytable,jazzband/prettytable,logging,Display tabular data in a visually appealing ASCII table format.,,https://github.com/prettytable/prettytable,https://github.com/prettytable/prettytable,,2016-01-15 02:39:17.000,2026-04-24 21:22:01.000000,2026-04-24 21:22:01,810.0,13.0,184.0,21.0,309.0,137.0,1653.0,2025-11-14 17:32:17.000,3.17.0,32.0,71.0,35,False,prettytable/prettytable,17.0,prettytable,conda-forge/prettytable,,,48854477.0,80910.0,80910.0,https://pypi.org/project/prettytable,48772675.0,https://anaconda.org/conda-forge/prettytable,2025-11-15 09:37:35.891,5317192.0,2.0,,,,,,,,,,,,,,,,,3.0,
64,pytest-html,pytest-dev/pytest-html,testing,Plugin for generating HTML reports for pytest results.,,https://github.com/pytest-dev/pytest-html,https://github.com/pytest-dev/pytest-html,MPL-2.0,2015-04-14 19:22:42.000,2026-04-20 18:44:20.000000,2026-04-13 21:22:01,650.0,14.0,252.0,22.0,548.0,264.0,769.0,2026-01-19 11:30:07.000,4.2.0,59.0,65.0,35,True,,185.0,pytest-html,conda-forge/pytest-html,['pytest'],,21476483.0,59621.0,58524.0,https://pypi.org/project/pytest-html,21460812.0,https://anaconda.org/conda-forge/pytest-html,2026-01-21 10:01:29.357,1018657.0,2.0,2026-01-19 11:25:25.000,1097.0,,,,,,,,,,,,,,,,
65,pyautogui,asweigart/pyautogui,testing,A cross-platform GUI automation Python module for human beings. Used to programmatically control the mouse & keyboard.,,https://github.com/asweigart/pyautogui,https://github.com/asweigart/pyautogui,BSD-3-Clause,2014-07-17 23:30:38.000,2025-09-03 16:04:18.705000,2023-06-07 11:16:23,408.0,,1385.0,193.0,189.0,257.0,12464.0,,,12.0,52.0,34,False,,505.0,pyautogui,conda-forge/pyautogui,,,2402473.0,56457.0,56457.0,https://pypi.org/project/pyautogui,2395747.0,https://anaconda.org/conda-forge/pyautogui,2025-09-03 16:04:18.705,443981.0,2.0,,,,,,,,,,,,,,,,,,
66,pyarmor,dashingsoft/pyarmor,security,"A tool used to obfuscate python scripts, bind obfuscated scripts to fixed machine or expire obfuscated scripts.",,https://github.com/dashingsoft/pyarmor,https://github.com/dashingsoft/pyarmor,SGI-B-2.0,2017-08-26 04:11:53.000,2026-04-26 08:18:47.000000,2026-04-26 08:18:47,4919.0,10.0,354.0,47.0,53.0,1800.0,5058.0,2026-03-18 02:02:29.000,9.2.4,374.0,39.0,34,False,,12.0,pyarmor,,,,823086.0,2150.0,2026.0,https://pypi.org/project/pyarmor,823086.0,,,,2.0,2026-03-18 02:01:45.000,124.0,,,,,,,,,,,,,,,,
67,vulture,jendrikseipp/vulture,refactoring,Find dead Python code.,,https://github.com/jendrikseipp/vulture,https://github.com/jendrikseipp/vulture,MIT,2017-03-06 08:00:18.000,2026-04-30 05:28:50.000000,2026-04-30 05:28:49,791.0,10.0,184.0,24.0,176.0,196.0,4561.0,2026-03-25 14:41:13.000,2.16,56.0,49.0,34,True,,55.0,vulture,conda-forge/vulture,,,8679739.0,7585.0,6922.0,https://pypi.org/project/vulture,8676912.0,https://anaconda.org/conda-forge/vulture,2026-03-26 01:59:07.768,195079.0,1.0,2026-03-25 14:41:26.000,663.0,,,,,,,,,,,,,,,,
68,briefcase,beeware/briefcase,packaging,Tools to support converting a Python project into a standalone native application.,,https://github.com/beeware/briefcase,https://github.com/beeware/briefcase,BSD-3-Clause,2015-07-28 15:20:03.000,2026-04-27 01:56:50.000000,2026-04-27 01:56:49,5164.0,112.0,484.0,46.0,1619.0,839.0,3263.0,2026-03-09 04:31:44.000,0.4.1,63.0,202.0,34,True,,182.0,briefcase,,,1144.0,50447.0,902.0,857.0,https://pypi.org/project/briefcase,50432.0,,,,2.0,2026-03-09 04:31:44.000,45.0,,,,,,,,,,,,,,,,
69,prospector,PyCQA/prospector,code-metrics,"Inspects Python source files and provides information about type and location of classes, methods etc.",,https://github.com/prospector-dev/prospector,https://github.com/prospector-dev/prospector,GPL-2.0,2013-08-05 07:26:30.000,2026-04-27 18:23:25.000000,2026-04-27 18:23:21,1616.0,21.0,178.0,33.0,407.0,371.0,2075.0,2026-02-03 12:55:54.000,1.18.0,145.0,98.0,34,True,prospector-dev/prospector,33.0,prospector,conda-forge/prospector,,,447334.0,5799.0,5506.0,https://pypi.org/project/prospector,443907.0,https://anaconda.org/conda-forge/prospector,2026-02-03 15:52:16.247,222797.0,1.0,2026-02-03 12:55:54.000,293.0,,,,,,,,,,,,,,,,
70,mkdocstrings,mkdocstrings/mkdocstrings,documentation,"Automatic documentation from sources, for MkDocs.",,https://github.com/mkdocstrings/mkdocstrings,https://github.com/mkdocstrings/mkdocstrings,ISC,2019-12-09 18:09:09.000,2026-04-15 09:16:51.000000,2026-04-15 09:16:38,812.0,12.0,125.0,13.0,197.0,467.0,2071.0,2026-04-15 09:16:56.000,1.0.4,75.0,55.0,34,True,,7.0,mkdocstrings,conda-forge/mkdocstrings,['mkdocs'],,7326433.0,28398.0,26387.0,https://pypi.org/project/mkdocstrings,7321326.0,https://anaconda.org/conda-forge/mkdocstrings,2026-02-08 13:03:02.624,337101.0,2.0,2026-04-15 09:16:51.000,2011.0,,,,,,,,,,,,,,,,
71,doit,pydoit/doit,build-tools,CLI task management & automation tool.,,https://github.com/pydoit/doit,https://github.com/pydoit/doit,MIT,2014-02-14 22:21:23.000,2026-02-12 12:57:06.000000,2026-02-12 12:52:51,1519.0,35.0,188.0,46.0,173.0,223.0,2044.0,2026-02-09 07:02:10.000,0.37.0,49.0,70.0,34,True,,92.0,doit,conda-forge/doit,,,753315.0,2396.0,2254.0,https://pypi.org/project/doit,745997.0,https://anaconda.org/conda-forge/doit,2026-02-09 22:04:00.322,512293.0,3.0,2026-02-09 07:02:10.000,142.0,,,,,,,,,,,,,,,,
